domain,fold_id,sample_id,true_label,true_name,pred_before,pred_after_intervention,correct_before,correct_after_intervention,entropy,confidence,margin,grad_entropy_norm,jacobian_fro_norm,rho_high,rho_low,high_route_idx,low_route_idx,entropy_threshold,grad_threshold,rho_low_threshold,high_uncertainty,low_accessibility,entropy_drop_after_intervention,post_intervention_entropy,post_intervention_confidence,output_drift_after_intervention,intervention_energy,intervention_changed_top1
medical_breast_cancer,11,161,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,3.067935949729872e-07,1.8068872690200806,0.8917520596872717,0.0005967904496066464,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,170,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,6.361504656382522e-10,1.8068872690200806,0.8749140995656263,0.000872126307353237,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,173,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,7.635082843737706e-11,1.8068872690200806,0.8749140639427323,0.0008721277264001241,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,175,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.9016472424526754e-14,1.8068872690200806,0.01663778022904482,1.6584688607179306e-05,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,179,1,benign,1,1,1,1,6.364592195495788e-07,1.0,0.9999999403953552,1.5006356761659845e-06,1.8068872690200806,0.8939888935503022,0.0010147304000825896,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,4.5225240796753496e-07,1.8420681158204388e-07,1.0,1.529735804695065e-08,0.7945876598358155,0
medical_breast_cancer,11,184,0,malignant,0,0,1,1,0.0005724853835999966,0.999947190284729,0.9998944401741028,0.0012651265133172274,1.8068872690200806,0.8932295467314799,0.00040946636463714837,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,0.0005723011767884145,1.8420681158204388e-07,1.0,5.278472963254899e-05,5.1648197889328005,0
medical_breast_cancer,11,186,0,malignant,0,0,1,1,1.6511686453668517e-06,0.9999998807907104,0.9999997615814209,3.7511924801947316e-06,1.8068872690200806,0.8933686822147484,0.0005147876473191408,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,1.4669618337848078e-06,1.8420681158204388e-07,1.0,1.048561131256065e-07,1.4302577877044678,0
medical_breast_cancer,11,188,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.3836138634815143e-07,1.8068872690200806,0.8919224246317967,0.000489467354337642,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,197,0,malignant,1,1,0,0,0.31210315227508545,0.9058201909065247,0.8116403818130493,0.4701104462146759,1.8068872690200806,0.8932277800533764,0.00040813748220902964,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,0.3121028255038709,3.2677121453161817e-07,1.0,0.09417979419231415,7.151288938522339,0
medical_breast_cancer,11,198,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.2427753270927155e-10,1.8068872690200806,0.8267390845223881,0.002513725270223688,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,202,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,0.0,1.8068872690200806,4.920705413684357e-11,1.4961555941276822e-13,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,203,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,7.735070463612788e-16,1.8068872690200806,0.0006394884920375715,1.9443827388207553e-06,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,218,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,4.232140151023446e-14,1.8068872690200806,0.03498875458587861,0.00010638414067708435,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,223,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.7183042544388627e-08,1.8068872690200806,0.8267390388479542,0.002513722665395562,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,255,0,malignant,1,1,0,0,0.06546641886234283,0.987894594669342,0.9757891893386841,0.12815240025520325,1.8068872690200806,0.8932278122025331,0.0004081430430033136,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,0.06546623465553125,1.8420681158204388e-07,1.0,0.012105414643883705,7.151288938522339,0
medical_breast_cancer,11,262,0,malignant,0,0,1,1,5.1951801651739515e-06,0.9999996423721313,0.9999993443489075,1.1837922102131415e-05,1.8068872690200806,0.8933536166386341,0.0005033172877594247,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,5.010973353591908e-06,1.8420681158204388e-07,1.0,3.3976894542320224e-07,2.383762979507446,0
medical_breast_cancer,11,267,1,benign,1,1,1,1,0.00015771164908073843,0.9999871253967285,0.999974250793457,0.0003525906358845532,1.8068872690200806,0.8932275966144344,0.000407997404879611,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,1,0.00015752744226915638,1.8420681158204388e-07,1.0,1.2865364624303766e-05,3.5756444692611695,0
medical_breast_cancer,11,268,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.670882880944191e-07,1.8068872690200806,0.8956693826341118,0.0028102980038043047,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,270,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.2535447524442134e-07,1.8068872690200806,0.8881999644379159,0.0025108616429186164,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,277,0,malignant,0,0,1,1,0.00655435211956501,0.999193012714386,0.998386025428772,0.013979339972138405,1.8068872690200806,0.8932276887606162,0.0004081094768685621,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,1,0.006554167912753428,1.8420681158204388e-07,1.0,0.0008070006151683629,7.151288938522339,0
medical_breast_cancer,11,290,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.1478029627014913e-13,1.8068872690200806,0.10042289785778276,0.00010010299353889989,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,294,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,3.2477149858323173e-09,1.8068872690200806,0.8749141245907079,0.0008721321351971767,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,295,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,6.559826015717363e-09,1.8068872690200806,0.8749140897288088,0.0008721260566383979,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,303,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.8195464690506924e-07,1.8068872690200806,0.8963443531502865,0.0013477606047875821,0,8,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,305,1,benign,1,1,1,1,4.3862982579412346e-07,1.0,1.0,1.0419748832646292e-06,1.8068872690200806,0.8938170142192188,0.0008707044998316123,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,2.544230142120796e-07,1.8420681158204388e-07,1.0,1.0304517239489996e-08,0.7945876598358155,0
medical_breast_cancer,11,314,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,6.814961734067594e-17,1.8068872690200806,5.962505855913017e-05,5.943512100541314e-08,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,316,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.738763937859545e-10,1.8068872690200806,0.8749141328186506,0.0008721280318999317,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,317,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.1366262242518133e-07,1.8068872690200806,0.8965738504966745,0.003973328591630245,0,8,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,326,1,benign,1,1,1,1,1.7690636013867334e-06,0.9999998807907104,0.9999997615814209,4.039482519146986e-06,1.8068872690200806,0.8930841994049236,0.00030174525004010675,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,1.5848567898046895e-06,1.8420681158204388e-07,1.0,1.085778862375264e-07,1.4302577877044678,0
medical_breast_cancer,11,329,0,malignant,0,0,1,1,0.000815161969512701,0.9999220371246338,0.9998441338539124,0.0017945560393854976,1.8068872690200806,0.8932285718240707,0.0004087370893312704,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,0.000814977762701119,1.8420681158204388e-07,1.0,7.794637349434197e-05,5.1648197889328005,0
medical_breast_cancer,11,333,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.9681892499411333e-08,1.8068872690200806,0.8749140664088716,0.0008721270008388373,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,335,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,2.523398712206415e-10,1.8068872690200806,0.8267389963861151,0.0025137225660352264,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,338,1,benign,1,1,1,1,4.83409223761555e-07,1.0,1.0,1.16887497370044e-06,1.8068872690200806,0.8933947641912263,0.0005347932576672407,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,2.9920241217951116e-07,1.8420681158204388e-07,1.0,1.1423798795817675e-08,0.7945876598358155,0
medical_breast_cancer,11,343,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.5896306284637028e-14,1.8068872690200806,0.013142097257710811,3.995891860170486e-05,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,344,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.074819249742177e-08,1.8068872690200806,0.8749140920548012,0.0008721256312139965,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,346,1,benign,1,1,1,1,1.6162952306331135e-05,0.999998927116394,0.9999978542327881,3.6723155062645674e-05,1.8068872690200806,0.8932360244450099,0.0004143189029585894,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,1.597874549474909e-05,1.8420681158204388e-07,1.0,1.0832729913090589e-06,2.383762979507446,0
medical_breast_cancer,11,354,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.8384281597061403e-10,1.8068872690200806,0.8749140967461455,0.000872124331230509,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,365,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,2.592159376035852e-09,1.8068872690200806,0.8267390372397855,0.0025137238574025034,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,366,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,3.7284569217297704e-15,1.8068872690200806,0.0030824610389469666,9.372316443966938e-06,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,370,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,4.4994732359459125e-14,1.8068872690200806,0.037198901874472695,0.00011310427251399639,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,371,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,1.51832910688654e-08,1.8068872690200806,0.8749141722628058,0.0008721301357501417,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,382,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,5.064863528581043e-10,1.8068872690200806,0.8749141030789191,0.0008721256961529713,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,388,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,4.68829239753249e-13,1.8068872690200806,0.4101853175421868,0.0004088805361280888,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,389,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.5226778726784573e-09,1.8068872690200806,0.8267390712231418,0.002513720269758831,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,398,1,benign,1,1,1,1,5.16172065090359e-07,1.0,1.0,1.209125912282616e-06,1.8068872690200806,0.8941349279734407,0.0011409160322567967,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,3.3196525350831507e-07,1.8420681158204388e-07,1.0,1.2247027392220389e-08,0.7945876598358155,0
medical_breast_cancer,11,401,1,benign,1,1,1,1,5.074269324722991e-07,1.0,1.0,1.1983696595052606e-06,1.8068872690200806,0.8939517006938729,0.0009831223585461853,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,3.232201208902552e-07,1.8420681158204388e-07,1.0,1.2026944773424475e-08,0.7945876598358155,0
medical_breast_cancer,11,405,1,benign,1,1,1,1,0.0005350203718990088,0.9999510049819946,0.9999020099639893,0.001183183747343719,1.8068872690200806,0.8932265279343,0.00040720514019702364,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,1,0.0005348361650874267,1.8420681158204388e-07,1.0,4.8984060413204134e-05,5.1648197889328005,0
medical_breast_cancer,11,410,1,benign,1,1,1,1,0.6886825561523438,0.5472124814987183,0.09442499279975891,0.11425021290779114,1.8068872690200806,0.8932277380572444,0.0004081390795535852,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,1,0.0,0.6886825561523438,0.5472124814987183,0.0,0.0,0
medical_breast_cancer,11,413,1,benign,0,0,0,0,0.6914860010147095,0.5288118720054626,0.05762374401092529,0.06998452544212341,1.8068872690200806,0.8932278023752526,0.00040812313045384595,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,0.0,0.6914860010147095,0.5288118720054626,0.0,0.0,0
medical_breast_cancer,11,416,1,benign,1,1,1,1,9.1470246843528e-07,1.0,0.9999999403953552,2.1300015760061797e-06,1.8068872690200806,0.8942651561963614,0.0012566236472250233,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,7.304956568532361e-07,1.8420681158204388e-07,1.0,2.249176134228037e-08,0.7945876598358155,0
medical_breast_cancer,11,423,1,benign,1,1,1,1,0.0004355773562565446,0.9999608993530273,0.9999218583106995,0.0009651625878177583,1.8068872690200806,0.8932273895574442,0.0004078506608141074,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,1,0.00043539314944496255,1.8420681158204388e-07,1.0,3.908019425580278e-05,5.1648197889328005,0
medical_breast_cancer,11,430,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,7.487353848034672e-09,1.8068872690200806,0.8267390165540554,0.0025137266549197707,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,451,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,3.63386737367577e-10,1.8068872690200806,0.8267390117201114,0.0025137200025510797,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,452,1,benign,1,1,1,1,2.5678651581984013e-05,0.9999982118606567,0.9999964237213135,5.817243072669953e-05,1.8068872690200806,0.8932221261695154,0.00040389654475964456,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,1,2.549444477040197e-05,1.8420681158204388e-07,1.0,1.7969869077205658e-06,3.5756444692611695,0
medical_breast_cancer,11,454,1,benign,1,1,1,1,1.6233107089647092e-05,0.999998927116394,0.9999977946281433,3.6881221603835e-05,1.8068872690200806,0.893244587610073,0.0004207505958370051,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,1.6048900278065048e-05,1.8420681158204388e-07,1.0,1.0860155725822551e-06,2.383762979507446,0
medical_breast_cancer,11,455,1,benign,1,1,1,1,0.051138781011104584,0.9910457730293274,0.9820915460586548,0.10167762637138367,1.8068872690200806,0.8932277796834218,0.00040812593290348153,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,0.051138596804293,1.8420681158204388e-07,1.0,0.008954217657446861,7.151288938522339,0
medical_breast_cancer,11,456,1,benign,1,1,1,1,0.08368144184350967,0.9835988283157349,0.9671976566314697,0.1607757955789566,1.8068872690200806,0.8932277602734588,0.00040814180020287157,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,0.08368125763669809,1.8420681158204388e-07,1.0,0.01640118472278118,7.151288938522339,0
medical_breast_cancer,11,461,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,0.0,1.8068872690200806,0.0,0.0,0,0,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,462,1,benign,1,1,1,1,0.0014670571545138955,0.9998503923416138,0.9997007846832275,0.0032067543361335993,1.8068872690200806,0.8932273413802773,0.000407853897637159,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,1,0.0014668729477023135,1.8420681158204388e-07,1.0,0.00014959335385356098,5.1648197889328005,0
medical_breast_cancer,11,463,1,benign,1,1,1,1,3.5703072853721096e-07,1.0,1.0,8.698810347596009e-07,1.8068872690200806,0.8932070859841428,0.00039266889079149584,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,1.7282391695516708e-07,1.8420681158204388e-07,1.0,5.8277893622005195e-09,0.39729382991790774,0
medical_breast_cancer,11,471,1,benign,1,1,1,1,0.03465994819998741,0.9943923354148865,0.988784670829773,0.07029040157794952,1.8068872690200806,0.8932277274850123,0.0004081318754632604,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,1,0.03465976399317583,1.8420681158204388e-07,1.0,0.005607667379081249,7.151288938522339,0
medical_breast_cancer,11,473,1,benign,1,1,1,1,9.696403139969334e-05,0.9999923706054688,0.9999848008155823,0.00021756280330009758,1.8068872690200806,0.8932177627781488,0.0004006496575430058,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,1,9.67798245881113e-05,1.8420681158204388e-07,1.0,7.601553079439327e-06,3.5756444692611695,0
medical_breast_cancer,11,475,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.980718250000791e-07,1.8068872690200806,0.8938434542535011,0.0008925709957346178,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,476,1,benign,1,1,1,1,0.000658404896967113,0.9999384880065918,0.9998769164085388,0.001452899887226522,1.8068872690200806,0.8932292884626315,0.0004092810263369618,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,0.000658220690155531,1.8420681158204388e-07,1.0,6.1537888541352e-05,5.1648197889328005,0
medical_breast_cancer,11,479,0,malignant,0,0,1,1,7.624788395332871e-06,0.9999995231628418,0.9999990463256836,1.7406689948984422e-05,1.8068872690200806,0.893235699719924,0.00041409547120576664,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,0,7.440581583750827e-06,1.8420681158204388e-07,1.0,4.831034630115028e-07,2.383762979507446,0
medical_breast_cancer,11,482,1,benign,1,1,1,1,3.0374581001524348e-06,0.9999997615814209,0.9999995827674866,6.8889735302946065e-06,1.8068872690200806,0.8929516929154743,0.0002054644595737365,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,2.853251288570391e-06,1.8420681158204388e-07,1.0,2.0531331301754108e-07,1.4302577877044678,0
medical_breast_cancer,11,483,1,benign,1,1,1,1,0.00045307347318157554,0.9999592304229736,0.9999184608459473,0.001003650831989944,1.8068872690200806,0.8932283610400845,0.0004085850298447408,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,0.0004528892663699935,1.8420681158204388e-07,1.0,4.078156052855775e-05,5.1648197889328005,0
medical_breast_cancer,11,507,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,4.414451859613422e-10,1.8068872690200806,0.8749141024375469,0.0008721229216426773,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,512,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,3.3181893854816735e-07,1.8068872690200806,0.8894112382778541,0.0019143618585959938,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,514,0,malignant,0,0,1,1,0.17051497101783752,0.9591884016990662,0.9183768033981323,0.30086565017700195,1.8068872690200806,0.8932277931095429,0.00040813356905966194,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,0.17051478681102594,1.8420681158204388e-07,1.0,0.040811605751514435,7.151288938522339,0
medical_breast_cancer,11,520,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,2.879195430791244e-15,1.8068872690200806,0.002519048833008672,2.511001573912409e-06,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,533,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,2.434865642442219e-10,1.8068872690200806,0.8267390171893428,0.002513719254560728,0,7,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,540,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,6.653080308893777e-10,1.8068872690200806,0.8749141409533057,0.0008721290090104646,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,544,1,benign,1,1,1,1,0.00012073618563590571,0.9999903440475464,0.9999807476997375,0.0002704396320041269,1.8068872690200806,0.8932252865025548,0.00040624386238101115,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,1,0.00012055197882432367,1.8420681158204388e-07,1.0,9.633740774006583e-06,3.5756444692611695,0
medical_breast_cancer,11,547,1,benign,1,1,1,1,1.8420681158204388e-07,1.0,1.0,4.433747813337163e-11,1.8068872690200806,0.8749140653536294,0.0008721293797999595,0,15,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,11,554,1,benign,1,1,1,1,0.019322482869029045,0.9971885085105896,0.9943770170211792,0.040071841329336166,1.8068872690200806,0.8932277918100359,0.0004081597295546656,0,14,1.3661724551639054e-05,3.1023054179968215e-05,0.8932277599081143,1,0,0.019322298662217463,1.8420681158204388e-07,1.0,0.0028115049935877323,7.151288938522339,0
medical_breast_cancer,12,1,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,5.846532893233336e-12,1.842903733253479,0.8224883587382514,0.0021875673971917245,0,15,5.615863301500212e-06,1.3077934636385168e-05,0.8495080893174703,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,12,2,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,1.947244166520003e-19,1.842903733253479,1.6015855969563506e-07,4.2597188174858514e-10,0,15,5.615863301500212e-06,1.3077934636385168e-05,0.8495080893174703,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,12,6,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,3.1962244808302065e-13,1.842903733253479,0.2628857326348326,0.0006991944027159182,0,15,5.615863301500212e-06,1.3077934636385168e-05,0.8495080893174703,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,12,12,0,malignant,0,0,1,1,1.8420681158204388e-07,1.0,1.0,4.449841916383951e-13,1.842903733253479,0.3659942925272456,0.0009734288113305503,0,15,5.615863301500212e-06,1.3077934636385168e-05,0.8495080893174703,0,1,0.0,1.8420681158204388e-07,1.0,0.0,0.0,0
medical_breast_cancer,12,16,0,malignant,0,0,1,1,4.868051064477186e-07,1.0,1.0,1.1963111319346353e-06,1.842903733253479,0.8496036578991214,0.002907923530729328,0,14,5.615863301500212e-06,1.3077934636385168e-05,0.8495080893174703,0,0,3.025982948656747e-07,1.8420681158204388e-07,1.0,1.1817242295819597e-08,0.8824219703674316,0
medical_breast_cancer,12,19,1,benign,1,1,1,1,0.00010311305231880397,0.9999918937683105,0.9999837875366211,0.0002357589255552739,1.842903733253479,0.8495082065748282,0.0022098161729678795,0,14,5.615863301500212e-06,1.3077934636385168e-05,0.8495080893174703,1,0,0.00010292884550722192,1.8420681158204388e-07,1.0,8.104290827759542e-06,3.9708988666534424,0
