split,fold,target_review_cost,policy,n,review_cost,coverage,automatic_accuracy,error_on_non_deferred,reviewed_error_rate,deferred_error_capture
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.15,rho_entropy_low_access_review,36.0,0.1388888888888889,0.8611111111111112,0.06451612903225806,0.9354838709677419,1.0,0.14705882352941177
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.15,rho_entropy_gradient_low_access_review,36.0,0.1388888888888889,0.8611111111111112,0.06451612903225806,0.9354838709677419,1.0,0.14705882352941177
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.25,entropy_fixed_review,36.0,0.25,0.75,0.07407407407407407,0.9259259259259259,1.0,0.2647058823529412
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.25,gradient_fixed_review,36.0,0.25,0.75,0.07407407407407407,0.9259259259259259,1.0,0.2647058823529412
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.25,jacobian_fixed_review,36.0,0.25,0.75,0.07407407407407407,0.9259259259259259,1.0,0.2647058823529412
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.25,fisher_fixed_review,36.0,0.25,0.75,0.07407407407407407,0.9259259259259259,1.0,0.2647058823529412
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.25,rho_only_low_access_review,36.0,0.25,0.75,0.07407407407407407,0.9259259259259259,1.0,0.2647058823529412
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.25,rho_entropy_low_access_review,36.0,0.25,0.75,0.07407407407407407,0.9259259259259259,1.0,0.2647058823529412
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.25,rho_entropy_gradient_low_access_review,36.0,0.25,0.75,0.07407407407407407,0.9259259259259259,1.0,0.2647058823529412
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.35,entropy_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.08695652173913043,0.9130434782608695,1.0,0.38235294117647056
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.35,gradient_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.08695652173913043,0.9130434782608695,1.0,0.38235294117647056
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.35,jacobian_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.08695652173913043,0.9130434782608695,1.0,0.38235294117647056
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.35,fisher_fixed_review,36.0,0.3611111111111111,0.6388888888888888,0.08695652173913043,0.9130434782608695,1.0,0.38235294117647056
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.35,rho_only_low_access_review,36.0,0.3611111111111111,0.6388888888888888,0.08695652173913043,0.9130434782608695,1.0,0.38235294117647056
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.35,rho_entropy_low_access_review,36.0,0.3611111111111111,0.6388888888888888,0.08695652173913043,0.9130434782608695,1.0,0.38235294117647056
leave_one_model_out,google/bert_uncased_L-2_H-128_A-2,0.35,rho_entropy_gradient_low_access_review,36.0,0.3611111111111111,0.6388888888888888,0.08695652173913043,0.9130434782608695,1.0,0.38235294117647056
leave_one_model_out,microsoft/phi-2,0.15,entropy_fixed_review,12.0,0.16666666666666666,0.8333333333333334,0.4,0.6,1.0,0.25
leave_one_model_out,microsoft/phi-2,0.15,gradient_fixed_review,12.0,0.16666666666666666,0.8333333333333334,0.4,0.6,1.0,0.25
leave_one_model_out,microsoft/phi-2,0.15,jacobian_fixed_review,12.0,0.16666666666666666,0.8333333333333334,0.4,0.6,1.0,0.25
leave_one_model_out,microsoft/phi-2,0.15,fisher_fixed_review,12.0,0.16666666666666666,0.8333333333333334,0.4,0.6,1.0,0.25
leave_one_model_out,microsoft/phi-2,0.15,rho_only_low_access_review,12.0,0.16666666666666666,0.8333333333333334,0.4,0.6,1.0,0.25
leave_one_model_out,microsoft/phi-2,0.15,rho_entropy_low_access_review,12.0,0.16666666666666666,0.8333333333333334,0.4,0.6,1.0,0.25
leave_one_model_out,microsoft/phi-2,0.15,rho_entropy_gradient_low_access_review,12.0,0.16666666666666666,0.8333333333333334,0.4,0.6,1.0,0.25
leave_one_model_out,microsoft/phi-2,0.25,entropy_fixed_review,12.0,0.25,0.75,0.4444444444444444,0.5555555555555556,1.0,0.375
leave_one_model_out,microsoft/phi-2,0.25,gradient_fixed_review,12.0,0.25,0.75,0.4444444444444444,0.5555555555555556,1.0,0.375
leave_one_model_out,microsoft/phi-2,0.25,jacobian_fixed_review,12.0,0.25,0.75,0.4444444444444444,0.5555555555555556,1.0,0.375
leave_one_model_out,microsoft/phi-2,0.25,fisher_fixed_review,12.0,0.25,0.75,0.4444444444444444,0.5555555555555556,1.0,0.375
leave_one_model_out,microsoft/phi-2,0.25,rho_only_low_access_review,12.0,0.25,0.75,0.4444444444444444,0.5555555555555556,1.0,0.375
leave_one_model_out,microsoft/phi-2,0.25,rho_entropy_low_access_review,12.0,0.25,0.75,0.4444444444444444,0.5555555555555556,1.0,0.375
leave_one_model_out,microsoft/phi-2,0.25,rho_entropy_gradient_low_access_review,12.0,0.25,0.75,0.4444444444444444,0.5555555555555556,1.0,0.375
leave_one_model_out,microsoft/phi-2,0.35,entropy_fixed_review,12.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5
leave_one_model_out,microsoft/phi-2,0.35,gradient_fixed_review,12.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5
leave_one_model_out,microsoft/phi-2,0.35,jacobian_fixed_review,12.0,0.3333333333333333,0.6666666666666666,0.375,0.625,0.75,0.375
leave_one_model_out,microsoft/phi-2,0.35,fisher_fixed_review,12.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5
leave_one_model_out,microsoft/phi-2,0.35,rho_only_low_access_review,12.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5
leave_one_model_out,microsoft/phi-2,0.35,rho_entropy_low_access_review,12.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5
leave_one_model_out,microsoft/phi-2,0.35,rho_entropy_gradient_low_access_review,12.0,0.3333333333333333,0.6666666666666666,0.5,0.5,1.0,0.5
leave_one_source_out,decoder_battery,0.15,entropy_fixed_review,24.0,0.16666666666666666,0.8333333333333334,0.3,0.7,1.0,0.2222222222222222
leave_one_source_out,decoder_battery,0.15,gradient_fixed_review,24.0,0.16666666666666666,0.8333333333333334,0.3,0.7,1.0,0.2222222222222222
leave_one_source_out,decoder_battery,0.15,jacobian_fixed_review,24.0,0.16666666666666666,0.8333333333333334,0.3,0.7,1.0,0.2222222222222222
leave_one_source_out,decoder_battery,0.15,fisher_fixed_review,24.0,0.16666666666666666,0.8333333333333334,0.3,0.7,1.0,0.2222222222222222
leave_one_source_out,decoder_battery,0.15,rho_only_low_access_review,24.0,0.16666666666666666,0.8333333333333334,0.25,0.75,0.75,0.16666666666666666
leave_one_source_out,decoder_battery,0.15,rho_entropy_low_access_review,24.0,0.16666666666666666,0.8333333333333334,0.25,0.75,0.75,0.16666666666666666
leave_one_source_out,decoder_battery,0.15,rho_entropy_gradient_low_access_review,24.0,0.16666666666666666,0.8333333333333334,0.3,0.7,1.0,0.2222222222222222
leave_one_source_out,decoder_battery,0.25,entropy_fixed_review,24.0,0.25,0.75,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
leave_one_source_out,decoder_battery,0.25,gradient_fixed_review,24.0,0.25,0.75,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
leave_one_source_out,decoder_battery,0.25,jacobian_fixed_review,24.0,0.25,0.75,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
leave_one_source_out,decoder_battery,0.25,fisher_fixed_review,24.0,0.25,0.75,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
leave_one_source_out,decoder_battery,0.25,rho_only_low_access_review,24.0,0.25,0.75,0.2777777777777778,0.7222222222222222,0.8333333333333334,0.2777777777777778
leave_one_source_out,decoder_battery,0.25,rho_entropy_low_access_review,24.0,0.25,0.75,0.2777777777777778,0.7222222222222222,0.8333333333333334,0.2777777777777778
leave_one_source_out,decoder_battery,0.25,rho_entropy_gradient_low_access_review,24.0,0.25,0.75,0.3333333333333333,0.6666666666666666,1.0,0.3333333333333333
leave_one_source_out,decoder_battery,0.35,entropy_fixed_review,24.0,0.3333333333333333,0.6666666666666666,0.3125,0.6875,0.875,0.3888888888888889
leave_one_source_out,decoder_battery,0.35,gradient_fixed_review,24.0,0.3333333333333333,0.6666666666666666,0.375,0.625,1.0,0.4444444444444444
leave_one_source_out,decoder_battery,0.35,jacobian_fixed_review,24.0,0.3333333333333333,0.6666666666666666,0.3125,0.6875,0.875,0.3888888888888889
leave_one_source_out,decoder_battery,0.35,fisher_fixed_review,24.0,0.3333333333333333,0.6666666666666666,0.3125,0.6875,0.875,0.3888888888888889
leave_one_source_out,decoder_battery,0.35,rho_only_low_access_review,24.0,0.3333333333333333,0.6666666666666666,0.3125,0.6875,0.875,0.3888888888888889
leave_one_source_out,decoder_battery,0.35,rho_entropy_low_access_review,24.0,0.3333333333333333,0.6666666666666666,0.3125,0.6875,0.875,0.3888888888888889
leave_one_source_out,decoder_battery,0.35,rho_entropy_gradient_low_access_review,24.0,0.3333333333333333,0.6666666666666666,0.375,0.625,1.0,0.4444444444444444
leave_one_source_out,masked_full_battery,0.15,entropy_fixed_review,63.0,0.14285714285714285,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.1
leave_one_source_out,masked_full_battery,0.15,gradient_fixed_review,63.0,0.14285714285714285,0.8571428571428571,0.3888888888888889,0.6111111111111112,0.7777777777777778,0.175
leave_one_source_out,masked_full_battery,0.15,jacobian_fixed_review,63.0,0.14285714285714285,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.1
leave_one_source_out,masked_full_battery,0.15,fisher_fixed_review,63.0,0.14285714285714285,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.1
leave_one_source_out,masked_full_battery,0.15,rho_only_low_access_review,63.0,0.14285714285714285,0.8571428571428571,0.3888888888888889,0.6111111111111112,0.7777777777777778,0.175
leave_one_source_out,masked_full_battery,0.15,rho_entropy_low_access_review,63.0,0.14285714285714285,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.1
leave_one_source_out,masked_full_battery,0.15,rho_entropy_gradient_low_access_review,63.0,0.14285714285714285,0.8571428571428571,0.37037037037037035,0.6296296296296297,0.6666666666666666,0.15
leave_one_source_out,masked_full_battery,0.25,entropy_fixed_review,63.0,0.25396825396825395,0.746031746031746,0.2978723404255319,0.7021276595744681,0.4375,0.175
leave_one_source_out,masked_full_battery,0.25,gradient_fixed_review,63.0,0.25396825396825395,0.746031746031746,0.3829787234042553,0.6170212765957447,0.6875,0.275
leave_one_source_out,masked_full_battery,0.25,jacobian_fixed_review,63.0,0.25396825396825395,0.746031746031746,0.2978723404255319,0.7021276595744681,0.4375,0.175
leave_one_source_out,masked_full_battery,0.25,fisher_fixed_review,63.0,0.25396825396825395,0.746031746031746,0.2978723404255319,0.7021276595744681,0.4375,0.175
leave_one_source_out,masked_full_battery,0.25,rho_only_low_access_review,63.0,0.25396825396825395,0.746031746031746,0.40425531914893614,0.5957446808510638,0.75,0.3
leave_one_source_out,masked_full_battery,0.25,rho_entropy_low_access_review,63.0,0.25396825396825395,0.746031746031746,0.3404255319148936,0.6595744680851063,0.5625,0.225
leave_one_source_out,masked_full_battery,0.25,rho_entropy_gradient_low_access_review,63.0,0.25396825396825395,0.746031746031746,0.40425531914893614,0.5957446808510638,0.75,0.3
leave_one_source_out,masked_full_battery,0.35,entropy_fixed_review,63.0,0.3492063492063492,0.6507936507936508,0.2926829268292683,0.7073170731707317,0.5,0.275
leave_one_source_out,masked_full_battery,0.35,gradient_fixed_review,63.0,0.3492063492063492,0.6507936507936508,0.34146341463414637,0.6585365853658537,0.5909090909090909,0.325
leave_one_source_out,masked_full_battery,0.35,jacobian_fixed_review,63.0,0.3492063492063492,0.6507936507936508,0.2926829268292683,0.7073170731707317,0.5,0.275
leave_one_source_out,masked_full_battery,0.35,fisher_fixed_review,63.0,0.3492063492063492,0.6507936507936508,0.2926829268292683,0.7073170731707317,0.5,0.275
leave_one_source_out,masked_full_battery,0.35,rho_only_low_access_review,63.0,0.3492063492063492,0.6507936507936508,0.4146341463414634,0.5853658536585366,0.7272727272727273,0.4
leave_one_source_out,masked_full_battery,0.35,rho_entropy_low_access_review,63.0,0.3492063492063492,0.6507936507936508,0.34146341463414637,0.6585365853658537,0.5909090909090909,0.325
leave_one_source_out,masked_full_battery,0.35,rho_entropy_gradient_low_access_review,63.0,0.3492063492063492,0.6507936507936508,0.4634146341463415,0.5365853658536586,0.8181818181818182,0.45
leave_one_source_out,masked_topk,0.15,entropy_fixed_review,45.0,0.15555555555555556,0.8444444444444444,0.34210526315789475,0.6578947368421053,0.8571428571428571,0.1935483870967742
leave_one_source_out,masked_topk,0.15,gradient_fixed_review,45.0,0.15555555555555556,0.8444444444444444,0.34210526315789475,0.6578947368421053,0.8571428571428571,0.1935483870967742
leave_one_source_out,masked_topk,0.15,jacobian_fixed_review,45.0,0.15555555555555556,0.8444444444444444,0.3684210526315789,0.631578947368421,1.0,0.22580645161290322
leave_one_source_out,masked_topk,0.15,fisher_fixed_review,45.0,0.15555555555555556,0.8444444444444444,0.3684210526315789,0.631578947368421,1.0,0.22580645161290322
leave_one_source_out,masked_topk,0.15,rho_only_low_access_review,45.0,0.15555555555555556,0.8444444444444444,0.34210526315789475,0.6578947368421053,0.8571428571428571,0.1935483870967742
leave_one_source_out,masked_topk,0.15,rho_entropy_low_access_review,45.0,0.15555555555555556,0.8444444444444444,0.34210526315789475,0.6578947368421053,0.8571428571428571,0.1935483870967742
leave_one_source_out,masked_topk,0.15,rho_entropy_gradient_low_access_review,45.0,0.15555555555555556,0.8444444444444444,0.3157894736842105,0.6842105263157895,0.7142857142857143,0.16129032258064516
leave_one_source_out,masked_topk,0.25,entropy_fixed_review,45.0,0.24444444444444444,0.7555555555555555,0.38235294117647056,0.6176470588235294,0.9090909090909091,0.3225806451612903
leave_one_source_out,masked_topk,0.25,gradient_fixed_review,45.0,0.24444444444444444,0.7555555555555555,0.29411764705882354,0.7058823529411765,0.6363636363636364,0.22580645161290322
leave_one_source_out,masked_topk,0.25,jacobian_fixed_review,45.0,0.24444444444444444,0.7555555555555555,0.35294117647058826,0.6470588235294118,0.8181818181818182,0.2903225806451613
leave_one_source_out,masked_topk,0.25,fisher_fixed_review,45.0,0.24444444444444444,0.7555555555555555,0.4117647058823529,0.5882352941176471,1.0,0.3548387096774194
leave_one_source_out,masked_topk,0.25,rho_only_low_access_review,45.0,0.24444444444444444,0.7555555555555555,0.35294117647058826,0.6470588235294118,0.8181818181818182,0.2903225806451613
leave_one_source_out,masked_topk,0.25,rho_entropy_low_access_review,45.0,0.24444444444444444,0.7555555555555555,0.38235294117647056,0.6176470588235294,0.9090909090909091,0.3225806451612903
leave_one_source_out,masked_topk,0.25,rho_entropy_gradient_low_access_review,45.0,0.24444444444444444,0.7555555555555555,0.35294117647058826,0.6470588235294118,0.8181818181818182,0.2903225806451613
leave_one_source_out,masked_topk,0.35,entropy_fixed_review,45.0,0.35555555555555557,0.6444444444444445,0.4482758620689655,0.5517241379310345,0.9375,0.4838709677419355
leave_one_source_out,masked_topk,0.35,gradient_fixed_review,45.0,0.35555555555555557,0.6444444444444445,0.20689655172413793,0.7931034482758621,0.5,0.25806451612903225
leave_one_source_out,masked_topk,0.35,jacobian_fixed_review,45.0,0.35555555555555557,0.6444444444444445,0.41379310344827586,0.5862068965517241,0.875,0.45161290322580644
leave_one_source_out,masked_topk,0.35,fisher_fixed_review,45.0,0.35555555555555557,0.6444444444444445,0.4482758620689655,0.5517241379310345,0.9375,0.4838709677419355
leave_one_source_out,masked_topk,0.35,rho_only_low_access_review,45.0,0.35555555555555557,0.6444444444444445,0.3793103448275862,0.6206896551724138,0.8125,0.41935483870967744
leave_one_source_out,masked_topk,0.35,rho_entropy_low_access_review,45.0,0.35555555555555557,0.6444444444444445,0.3793103448275862,0.6206896551724138,0.8125,0.41935483870967744
leave_one_source_out,masked_topk,0.35,rho_entropy_gradient_low_access_review,45.0,0.35555555555555557,0.6444444444444445,0.3793103448275862,0.6206896551724138,0.8125,0.41935483870967744
