index,rho_group,pair_id,true_label,true_class,clean_pred,corrupt_pred,clean_correct,corrupt_correct,answer_flip,correctness_loss,clean_confidence,corrupt_confidence,clean_true_prob,corrupt_true_prob,true_prob_drop,clean_entropy,corrupt_entropy,entropy_increase,clean_margin,corrupt_margin,margin_drop,top10_jaccard,corruption,severity,rho
1319,low_rho,6,0,airplane,0,0,1,1,0,0,0.38877703971301153,0.47247961716184655,0.38877703971301153,0.47247961716184655,-0.08370257744883502,1.8888640598698272,1.6864978145449825,-0.2023662453248447,0.23422886114915456,0.318135182166134,-0.08390632101697945,1.0,brightness,1,0.7964450981001803
1347,high_rho,10,8,ship,8,0,1,0,1,1,0.3210822817494958,0.2684162449024643,0.3210822817494958,0.25256945530623315,0.06851282644326268,1.7883921225458574,1.9132178228804881,0.1248257003346307,0.0590347754996291,0.015846789596231148,0.04318798590339795,1.0,brightness,1,0.9577477628255966
1579,low_rho,7,0,airplane,0,0,1,1,0,0,0.38220572951259973,0.471415556750811,0.38220572951259973,0.471415556750811,-0.08920982723821125,1.8856707984356313,1.5984528651565806,-0.28721793327905076,0.21343825945975756,0.28677131347394913,-0.07333305401419157,1.0,brightness,1,0.8222897607179529
1776,high_rho,3,0,airplane,0,0,1,1,0,0,0.6164625947484643,0.7136518727233246,0.6164625947484643,0.7136518727233246,-0.09718927797486032,0.9822771693512463,0.8603023022486642,-0.1219748671025821,0.3599247324391603,0.5285572890480662,-0.16863255660890591,1.0,brightness,1,0.992315145771592
1965,high_rho,0,0,airplane,0,0,1,1,0,0,0.4531121876462637,0.41170641484003145,0.4531121876462637,0.41170641484003145,0.041405772806232255,1.535798085088911,1.6159255764811393,0.0801274913922283,0.16755218188201082,0.1262308167827313,0.04132136509927953,1.0,brightness,1,0.9563621434133106
5,high_rho,8,6,frog,6,6,1,1,0,0,0.26105959256083566,0.24803833258544392,0.26105959256083566,0.24803833258544392,0.013021259975391747,1.9546788096150396,1.9281653981012727,-0.02651341151376685,0.06832412297468804,0.02773773945557581,0.04058638351911223,1.0,brightness,3,0.9265845057460879
21,low_rho,0,0,airplane,0,0,1,1,0,0,0.3990829315726324,0.4730921197951129,0.3990829315726324,0.4730921197951129,-0.07400918822248048,1.8680139448641315,1.6795421544702174,-0.18847179039391415,0.245774303894091,0.32021243843619984,-0.07443813454210885,1.0,brightness,3,0.7938724792469983
54,low_rho,9,8,ship,8,0,1,0,1,1,0.29967490571126204,0.3781823943852263,0.29967490571126204,0.36626311996036837,-0.06658821424910633,1.840094982618522,1.515179130080995,-0.3249158525375271,0.07777580854383362,0.011919274424857906,0.06585653411897571,1.0,brightness,3,0.9011284404095927
116,high_rho,1,0,airplane,0,2,1,0,1,1,0.3800752555568879,0.6052030353012013,0.3800752555568879,0.27196632335979465,0.10810893219709328,1.7053144240290643,1.0467599469610631,-0.6585544770680012,0.09085371764891875,0.3332367119414067,-0.24238299429248794,1.0,brightness,3,0.9708135127362162
126,high_rho,11,8,ship,8,0,1,0,1,1,0.30848245441522804,0.2570273914972001,0.30848245441522804,0.17072245256114477,0.13776000185408327,1.8976033594836466,2.0947231257740198,0.1971197662903732,0.07012379025834262,0.08630493893605534,-0.016181148677712726,1.0,brightness,3,0.9761239106970538
189,high_rho,7,0,airplane,0,0,1,1,0,0,0.2856753563557429,0.5451604802572709,0.2856753563557429,0.5451604802572709,-0.259485123901528,1.9759016192392436,1.155238329062033,-0.8206632901772106,0.05927769203987382,0.24047101808199822,-0.1811933260421244,1.0,brightness,3,0.9745789151944727
298,low_rho,1,0,airplane,0,0,1,1,0,0,0.44216903328190554,0.6155102241033478,0.44216903328190554,0.6155102241033478,-0.17334119082144223,1.704777394641018,1.2199023528000894,-0.48487504184092867,0.23609196891087916,0.4444508846286799,-0.2083589157178007,1.0,brightness,3,0.8895754509910572
376,high_rho,2,0,airplane,0,0,1,1,0,0,0.35068698944244775,0.36853037149802675,0.35068698944244775,0.36853037149802675,-0.017843382055579005,1.7379565786260376,1.669831585092227,-0.06812499353381063,0.07108261235085067,0.06898226247109984,0.002100349879750829,1.0,brightness,3,0.9744407563223603
403,high_rho,9,8,ship,8,0,1,0,1,1,0.32664511528744555,0.5460077352575081,0.32664511528744555,0.27008883553300644,0.05655627975443911,1.7230426472981517,1.249956969178428,-0.4730856781197237,0.05970642561066075,0.2759188997245017,-0.21621247411384092,1.0,brightness,3,0.9333808279748933
406,low_rho,2,0,airplane,0,0,1,1,0,0,0.375644086352572,0.6707730233405664,0.375644086352572,0.6707730233405664,-0.2951289369879944,1.9157331379560185,1.059787428448133,-0.8559457095078855,0.22543459606964697,0.5027661426655468,-0.27733154659589976,1.0,brightness,3,0.741705575761775
447,low_rho,3,0,airplane,0,0,1,1,0,0,0.7091236662516248,0.7007032846144794,0.7091236662516248,0.7007032846144794,0.008420381637145424,0.8937535583343884,0.8943940566096171,0.000640498275228718,0.5657519042136662,0.5366098792129705,0.029142025000695626,1.0,brightness,3,0.8616008680387214
552,low_rho,10,8,ship,8,0,1,0,1,1,0.3022891698123062,0.28119402213218025,0.3022891698123062,0.25912803524862266,0.043161134563683534,1.812761797263146,1.8944445208492897,0.0816827235861437,0.07671651537623406,0.022065986883557598,0.05465052849267646,1.0,brightness,3,0.747757753688239
602,low_rho,4,0,airplane,0,0,1,1,0,0,0.3655746527362146,0.40721019544307646,0.3655746527362146,0.40721019544307646,-0.04163554270686187,1.9138101242578194,1.7038985485961209,-0.2099115756616985,0.1900980936836476,0.161593667809961,0.028504425873686595,1.0,brightness,3,0.8589179530485807
605,low_rho,8,6,frog,6,6,1,1,0,0,0.2678879139352286,0.2573403835663517,0.2678879139352286,0.2573403835663517,0.0105475303688769,1.9354738423849447,1.8630132105601895,-0.07246063182475515,0.07105455952428646,0.013288555834077204,0.05776600369020926,1.0,brightness,3,0.9199396350942195
864,high_rho,4,0,airplane,0,0,1,1,0,0,0.324259715964173,0.5773757530367608,0.324259715964173,0.5773757530367608,-0.2531160370725878,1.8339282564081238,1.2770280567103203,-0.5569001996978036,0.04393299229720127,0.36436155394415126,-0.32042856164695,1.0,brightness,3,0.9820293106201521
929,high_rho,6,0,airplane,0,0,1,1,0,0,0.38982611360466113,0.5438615420463092,0.38982611360466113,0.5438615420463092,-0.15403542844164808,1.562798335116595,1.2906122147167776,-0.2721861203998175,0.05244275937852938,0.2875249303844083,-0.23508217100587891,1.0,brightness,3,0.966100855402704
1078,low_rho,5,0,airplane,0,0,1,1,0,0,0.5178338016774585,0.5362761781031646,0.5178338016774585,0.5362761781031646,-0.01844237642570612,1.5079593201457349,1.441085217771893,-0.06687410237384195,0.337135482884472,0.3576922162236505,-0.020556733339178512,1.0,brightness,3,0.8334695418088371
1259,low_rho,11,8,ship,8,0,1,0,1,1,0.2811814600061261,0.30209520985167027,0.2811814600061261,0.23018071202189216,0.05100074798423393,1.8608076471528476,1.9190539656793344,0.05824631852648676,0.06815405928945656,0.0719144978297781,-0.0037604385403215423,1.0,brightness,3,0.8665192170323929
1295,high_rho,5,0,airplane,0,0,1,1,0,0,0.5234343429759584,0.5349710860259899,0.5234343429759584,0.5349710860259899,-0.011536743050031495,1.300519627965831,1.233890780706684,-0.0666288472591472,0.2584410842631742,0.27314591694739115,-0.014704832684216962,1.0,brightness,3,0.9589770410979204
1319,low_rho,6,0,airplane,0,0,1,1,0,0,0.38877703971301153,0.4905141020019834,0.38877703971301153,0.4905141020019834,-0.10173706228897189,1.8888640598698272,1.6410081565435581,-0.24785590332626906,0.23422886114915456,0.3411683296658488,-0.10693946851669425,1.0,brightness,3,0.7964450981001803
1347,high_rho,10,8,ship,8,0,1,0,1,1,0.3210822817494958,0.2684913680921872,0.3210822817494958,0.21495387364718266,0.10612840810231317,1.7883921225458574,1.9537161068138889,0.1653239842680314,0.0590347754996291,0.05353749444500455,0.005497281054624548,1.0,brightness,3,0.9577477628255966
1579,low_rho,7,0,airplane,0,0,1,1,0,0,0.38220572951259973,0.6201532098506225,0.38220572951259973,0.6201532098506225,-0.23794748033802277,1.8856707984356313,1.0773445010246947,-0.8083262974109366,0.21343825945975756,0.4192114999139881,-0.20577324045423054,1.0,brightness,3,0.8222897607179529
1776,high_rho,3,0,airplane,0,0,1,1,0,0,0.6164625947484643,0.7463811944773421,0.6164625947484643,0.7463811944773421,-0.12991859972887776,0.9822771693512463,0.7666185068579967,-0.2156586624932496,0.3599247324391603,0.5665985139671524,-0.20667378152799215,1.0,brightness,3,0.992315145771592
1965,high_rho,0,0,airplane,0,0,1,1,0,0,0.4531121876462637,0.40563373666599106,0.4531121876462637,0.40563373666599106,0.047478450980272646,1.535798085088911,1.5985763082539834,0.06277822316507242,0.16755218188201082,0.11601671024139609,0.05153547164061473,1.0,brightness,3,0.9563621434133106
5,high_rho,8,6,frog,6,6,1,1,0,0,0.26105959256083566,0.20995006517195428,0.26105959256083566,0.20995006517195428,0.05110952738888139,1.9546788096150396,2.039238898637043,0.08456008902200352,0.06832412297468804,0.027521911563843843,0.0408022114108442,1.0,brightness,5,0.9265845057460879
21,low_rho,0,0,airplane,0,0,1,1,0,0,0.3990829315726324,0.49226526759454786,0.3990829315726324,0.49226526759454786,-0.09318233602191545,1.8680139448641315,1.628216638834235,-0.23979730602989657,0.245774303894091,0.34208315255110056,-0.09630884865700956,1.0,brightness,5,0.7938724792469983
54,low_rho,9,8,ship,8,0,1,0,1,1,0.29967490571126204,0.4529464069191199,0.29967490571126204,0.3666961294247945,-0.06702122371353247,1.840094982618522,1.3109432391453388,-0.5291517434731832,0.07777580854383362,0.0862502774943254,-0.008474468950491781,1.0,brightness,5,0.9011284404095927
116,high_rho,1,0,airplane,0,0,1,1,0,0,0.3800752555568879,0.634169468164129,0.3800752555568879,0.634169468164129,-0.2540942126072411,1.7053144240290643,1.1572065092359016,-0.5481079147931627,0.09085371764891875,0.48276370026486454,-0.3919099826159458,1.0,brightness,5,0.9708135127362162
126,high_rho,11,8,ship,8,0,1,0,1,1,0.30848245441522804,0.37527598860814215,0.30848245441522804,0.19350598605824587,0.11497646835698216,1.8976033594836466,1.8732376158256214,-0.02436574365802513,0.07012379025834262,0.18177000254989628,-0.11164621229155366,1.0,brightness,5,0.9761239106970538
189,high_rho,7,0,airplane,0,0,1,1,0,0,0.2856753563557429,0.6686263298736731,0.2856753563557429,0.6686263298736731,-0.38295097351793017,1.9759016192392436,0.9110569903771448,-1.0648446288620987,0.05927769203987382,0.4556761653445174,-0.39639847330464356,1.0,brightness,5,0.9745789151944727
298,low_rho,1,0,airplane,0,0,1,1,0,0,0.44216903328190554,0.7140139265894847,0.44216903328190554,0.7140139265894847,-0.27184489330757916,1.704777394641018,0.9556234093600281,-0.74915398528099,0.23609196891087916,0.5902362766762903,-0.35414430776541117,1.0,brightness,5,0.8895754509910572
376,high_rho,2,0,airplane,0,0,1,1,0,0,0.35068698944244775,0.37807994653519406,0.35068698944244775,0.37807994653519406,-0.027392957092746306,1.7379565786260376,1.6231420700490102,-0.11481450857702735,0.07108261235085067,0.06240495759515691,0.008677654755693764,1.0,brightness,5,0.9744407563223603
403,high_rho,9,8,ship,8,0,1,0,1,1,0.32664511528744555,0.5974105119912316,0.32664511528744555,0.2103587987542973,0.11628631653314825,1.7230426472981517,1.1831826588241952,-0.5398599884739566,0.05970642561066075,0.3870517132369343,-0.3273452876262736,1.0,brightness,5,0.9333808279748933
406,low_rho,2,0,airplane,0,0,1,1,0,0,0.375644086352572,0.7588330947519575,0.375644086352572,0.7588330947519575,-0.38318900839938547,1.9157331379560185,0.7495042921789439,-1.1662288457770746,0.22543459606964697,0.5939234859967083,-0.3684888899270613,1.0,brightness,5,0.741705575761775
447,low_rho,3,0,airplane,0,0,1,1,0,0,0.7091236662516248,0.6979735669666243,0.7091236662516248,0.6979735669666243,0.011150099285000548,0.8937535583343884,0.89675349638495,0.0029999380505616458,0.5657519042136662,0.529858566876232,0.03589333733743416,1.0,brightness,5,0.8616008680387214
552,low_rho,10,8,ship,8,0,1,0,1,1,0.3022891698123062,0.38513731835505904,0.3022891698123062,0.3116579206106401,-0.009368750798333936,1.812761797263146,1.6269187699200816,-0.18584302734306446,0.07671651537623406,0.07347939774441892,0.0032371176318151396,1.0,brightness,5,0.747757753688239
602,low_rho,4,0,airplane,0,0,1,1,0,0,0.3655746527362146,0.48752006260003805,0.3655746527362146,0.48752006260003805,-0.12194540986382346,1.9138101242578194,1.5233944159579367,-0.3904157082998827,0.1900980936836476,0.25039271600606766,-0.060294622322420055,1.0,brightness,5,0.8589179530485807
605,low_rho,8,6,frog,6,4,1,0,1,1,0.2678879139352286,0.1778422634354389,0.2678879139352286,0.10694742118763517,0.16094049274759342,1.9354738423849447,2.1584765010827796,0.22300265869783487,0.07105455952428646,0.007310980600481659,0.0637435789238048,1.0,brightness,5,0.9199396350942195
864,high_rho,4,0,airplane,0,0,1,1,0,0,0.324259715964173,0.5952109130107122,0.324259715964173,0.5952109130107122,-0.27095119704653914,1.8339282564081238,1.1992689798691745,-0.6346592765389494,0.04393299229720127,0.3864725905162576,-0.34253959821905633,1.0,brightness,5,0.9820293106201521
929,high_rho,6,0,airplane,0,0,1,1,0,0,0.38982611360466113,0.574889712314781,0.38982611360466113,0.574889712314781,-0.1850635987101199,1.562798335116595,1.2057396241658318,-0.35705871095076325,0.05244275937852938,0.33464414781737284,-0.28220138843884346,1.0,brightness,5,0.966100855402704
1078,low_rho,5,0,airplane,0,0,1,1,0,0,0.5178338016774585,0.5649731463220939,0.5178338016774585,0.5649731463220939,-0.04713934464463543,1.5079593201457349,1.3344893722079196,-0.17346994793781523,0.337135482884472,0.3905848147001435,-0.05344933181567152,1.0,brightness,5,0.8334695418088371
1259,low_rho,11,8,ship,8,0,1,0,1,1,0.2811814600061261,0.42411620655318943,0.2811814600061261,0.1636472212324512,0.11753423877367489,1.8608076471528476,1.795733324821609,-0.06507432233123867,0.06815405928945656,0.26046898532073826,-0.1923149260312817,1.0,brightness,5,0.8665192170323929
1295,high_rho,5,0,airplane,0,0,1,1,0,0,0.5234343429759584,0.6842841707697411,0.5234343429759584,0.6842841707697411,-0.16084982779378276,1.300519627965831,0.970337985615522,-0.3301816423503091,0.2584410842631742,0.527432099332692,-0.2689910150695178,1.0,brightness,5,0.9589770410979204
1319,low_rho,6,0,airplane,0,0,1,1,0,0,0.38877703971301153,0.5185824325126049,0.38877703971301153,0.5185824325126049,-0.1298053927995934,1.8888640598698272,1.5640612063881705,-0.3248028534816567,0.23422886114915456,0.3730535312301724,-0.13882467008101781,1.0,brightness,5,0.7964450981001803
1347,high_rho,10,8,ship,8,0,1,0,1,1,0.3210822817494958,0.4254391427362303,0.3210822817494958,0.2339727077326163,0.08710957401687952,1.7883921225458574,1.6813152719543036,-0.10707685059155381,0.0590347754996291,0.191466435003614,-0.1324316595039849,1.0,brightness,5,0.9577477628255966
1579,low_rho,7,0,airplane,0,0,1,1,0,0,0.38220572951259973,0.7188293389217918,0.38220572951259973,0.7188293389217918,-0.33662360940919206,1.8856707984356313,0.7746105916862625,-1.111060206749369,0.21343825945975756,0.4977217651675433,-0.2842835057077857,1.0,brightness,5,0.8222897607179529
1776,high_rho,3,0,airplane,0,0,1,1,0,0,0.6164625947484643,0.7457938086040029,0.6164625947484643,0.7457938086040029,-0.12933121385553858,0.9822771693512463,0.7613617139976809,-0.22091545535356538,0.3599247324391603,0.5629261365863469,-0.20300140414718665,1.0,brightness,5,0.992315145771592
1965,high_rho,0,0,airplane,0,0,1,1,0,0,0.4531121876462637,0.5169357872321179,0.4531121876462637,0.5169357872321179,-0.06382359958585415,1.535798085088911,1.4182714085700203,-0.1175266765188907,0.16755218188201082,0.26902168500056567,-0.10146950311855485,1.0,brightness,5,0.9563621434133106
5,high_rho,8,6,frog,6,6,1,1,0,0,0.26105959256083566,0.2644817501465141,0.26105959256083566,0.2644817501465141,-0.0034221575856784314,1.9546788096150396,1.9273690306137088,-0.027309779001330803,0.06832412297468804,0.058605326762753845,0.009718796211934194,1.0,contrast,1,0.9265845057460879
21,low_rho,0,0,airplane,0,0,1,1,0,0,0.3990829315726324,0.35750206876485396,0.3990829315726324,0.35750206876485396,0.04158086280777845,1.8680139448641315,1.950982132339454,0.08296818747532253,0.245774303894091,0.2015943743051039,0.04417992958898709,1.0,contrast,1,0.7938724792469983
54,low_rho,9,8,ship,8,8,1,1,0,0,0.29967490571126204,0.2757941203039984,0.29967490571126204,0.2757941203039984,0.023880785407263627,1.840094982618522,1.8897846927307398,0.04968971011221779,0.07777580854383362,0.004957693996341828,0.07281811454749179,1.0,contrast,1,0.9011284404095927
116,high_rho,1,0,airplane,0,0,1,1,0,0,0.3800752555568879,0.37475639333572275,0.3800752555568879,0.37475639333572275,0.005318862221165177,1.7053144240290643,1.7183555796935472,0.01304115566448294,0.09085371764891875,0.08787108250435316,0.002982635144565593,1.0,contrast,1,0.9708135127362162
126,high_rho,11,8,ship,8,8,1,1,0,0,0.30848245441522804,0.2581726932817796,0.30848245441522804,0.2581726932817796,0.05030976113344843,1.8976033594836466,1.987259661391116,0.08965630190746943,0.07012379025834262,0.04948318857128575,0.020640601687056864,1.0,contrast,1,0.9761239106970538
189,high_rho,7,0,airplane,0,0,1,1,0,0,0.2856753563557429,0.22603907409736038,0.2856753563557429,0.22603907409736038,0.05963628225838255,1.9759016192392436,2.0880547655710697,0.11215314633182616,0.05927769203987382,0.018814720218246483,0.040462971821627336,1.0,contrast,1,0.9745789151944727
298,low_rho,1,0,airplane,0,0,1,1,0,0,0.44216903328190554,0.4116604135528437,0.44216903328190554,0.4116604135528437,0.030508619729061826,1.704777394641018,1.6967796248547502,-0.007997769786267872,0.23609196891087916,0.17774109374156508,0.05835087516931409,1.0,contrast,1,0.8895754509910572
376,high_rho,2,0,airplane,0,0,1,1,0,0,0.35068698944244775,0.2871410286142856,0.35068698944244775,0.2871410286142856,0.06354596082816216,1.7379565786260376,1.8925124883529891,0.15455590972695155,0.07108261235085067,0.04103368323743978,0.030048929113410894,1.0,contrast,1,0.9744407563223603
403,high_rho,9,8,ship,8,8,1,1,0,0,0.32664511528744555,0.31536222013594367,0.32664511528744555,0.31536222013594367,0.011282895151501882,1.7230426472981517,1.7573233656345448,0.03428071833639312,0.05970642561066075,0.06325208649297254,-0.0035456608823117852,1.0,contrast,1,0.9333808279748933
406,low_rho,2,0,airplane,0,0,1,1,0,0,0.375644086352572,0.32856867787987437,0.375644086352572,0.32856867787987437,0.047075408472697644,1.9157331379560185,1.940334188545552,0.024601050589533546,0.22543459606964697,0.16473576085440636,0.06069883521524061,1.0,contrast,1,0.741705575761775
447,low_rho,3,0,airplane,0,0,1,1,0,0,0.7091236662516248,0.7186481999441382,0.7091236662516248,0.7186481999441382,-0.009524533692513382,0.8937535583343884,0.8690126894621546,-0.024740868872233812,0.5657519042136662,0.586324820279162,-0.020572916065495828,1.0,contrast,1,0.8616008680387214
552,low_rho,10,8,ship,8,8,1,1,0,0,0.3022891698123062,0.31876257749238307,0.3022891698123062,0.31876257749238307,-0.01647340768007688,1.812761797263146,1.7944586433512602,-0.01830315391188586,0.07671651537623406,0.1174744908893049,-0.04075797551307084,1.0,contrast,1,0.747757753688239
602,low_rho,4,0,airplane,0,0,1,1,0,0,0.3655746527362146,0.3740931437604359,0.3655746527362146,0.3740931437604359,-0.008518491024221309,1.9138101242578194,1.8334003056374342,-0.08040981862038521,0.1900980936836476,0.1836150779019769,0.006483015781670709,1.0,contrast,1,0.8589179530485807
605,low_rho,8,6,frog,6,6,1,1,0,0,0.2678879139352286,0.2682994262484164,0.2678879139352286,0.2682994262484164,-0.0004115123131878118,1.9354738423849447,1.9224243006003436,-0.013049541784601049,0.07105455952428646,0.06397604211939623,0.007078517404890239,1.0,contrast,1,0.9199396350942195
864,high_rho,4,0,airplane,0,0,1,1,0,0,0.324259715964173,0.33257999732286403,0.324259715964173,0.33257999732286403,-0.008320281358691006,1.8339282564081238,1.8231519964251615,-0.010776259982962388,0.04393299229720127,0.05459142747968698,-0.010658435182485715,1.0,contrast,1,0.9820293106201521
929,high_rho,6,0,airplane,0,0,1,1,0,0,0.38982611360466113,0.49408955948043665,0.38982611360466113,0.49408955948043665,-0.10426344587577552,1.562798335116595,1.489983342980567,-0.07281499213602816,0.05244275937852938,0.257713298140778,-0.2052705387622486,1.0,contrast,1,0.966100855402704
1078,low_rho,5,0,airplane,0,0,1,1,0,0,0.5178338016774585,0.49948907967624545,0.5178338016774585,0.49948907967624545,0.018344722001213065,1.5079593201457349,1.5622454394923928,0.054286119346657946,0.337135482884472,0.31730746051027703,0.019828022374194954,1.0,contrast,1,0.8334695418088371
1259,low_rho,11,8,ship,8,8,1,1,0,0,0.2811814600061261,0.2595358018495318,0.2811814600061261,0.2595358018495318,0.021645658156594305,1.8608076471528476,1.9109119770550298,0.050104329902182165,0.06815405928945656,0.038148256395507396,0.030005802893949163,1.0,contrast,1,0.8665192170323929
1295,high_rho,5,0,airplane,0,0,1,1,0,0,0.5234343429759584,0.47169322239859934,0.5234343429759584,0.47169322239859934,0.05174112057735902,1.300519627965831,1.4100900622746757,0.10957043430884461,0.2584410842631742,0.18216270143173002,0.07627838283144417,1.0,contrast,1,0.9589770410979204
1319,low_rho,6,0,airplane,0,0,1,1,0,0,0.38877703971301153,0.32838634807579115,0.38877703971301153,0.32838634807579115,0.060390691637220384,1.8888640598698272,2.0035535840145853,0.11468952414475808,0.23422886114915456,0.17672291248726668,0.05750594866188788,1.0,contrast,1,0.7964450981001803
1347,high_rho,10,8,ship,8,8,1,1,0,0,0.3210822817494958,0.3389655375145639,0.3210822817494958,0.3389655375145639,-0.01788325576506805,1.7883921225458574,1.74768471737907,-0.0407074051667875,0.0590347754996291,0.08556563401338546,-0.02653085851375636,1.0,contrast,1,0.9577477628255966
1579,low_rho,7,0,airplane,0,0,1,1,0,0,0.38220572951259973,0.31331215224057923,0.38220572951259973,0.31331215224057923,0.0688935772720205,1.8856707984356313,2.000245288185454,0.11457448974982287,0.21343825945975756,0.12802986704965916,0.0854083924100984,1.0,contrast,1,0.8222897607179529
1776,high_rho,3,0,airplane,0,2,1,0,1,1,0.6164625947484643,0.5390754935762964,0.6164625947484643,0.4100858897613563,0.20637670498710803,0.9822771693512463,0.8830851406654082,-0.0991920286858381,0.3599247324391603,0.12898960381494007,0.23093512862422022,1.0,contrast,1,0.992315145771592
1965,high_rho,0,0,airplane,0,0,1,1,0,0,0.4531121876462637,0.4408594674146203,0.4531121876462637,0.4408594674146203,0.012252720231643421,1.535798085088911,1.501011941222912,-0.0347861438659991,0.16755218188201082,0.13405885336434936,0.03349332851766146,1.0,contrast,1,0.9563621434133106
5,high_rho,8,6,frog,6,6,1,1,0,0,0.26105959256083566,0.2686277057945193,0.26105959256083566,0.2686277057945193,-0.0075681132336836154,1.9546788096150396,1.8797456728701825,-0.07493313674485713,0.06832412297468804,0.0405874588664335,0.02773666410825454,1.0,contrast,3,0.9265845057460879
21,low_rho,0,0,airplane,0,0,1,1,0,0,0.3990829315726324,0.30802963097548536,0.3990829315726324,0.30802963097548536,0.09105330059714706,1.8680139448641315,2.032984485119178,0.16497054025504654,0.245774303894091,0.1538162346650556,0.0919580692290354,1.0,contrast,3,0.7938724792469983
54,low_rho,9,8,ship,8,8,1,1,0,0,0.29967490571126204,0.37883711281409665,0.29967490571126204,0.37883711281409665,-0.07916220710283461,1.840094982618522,1.657622992330123,-0.1824719902883991,0.07777580854383362,0.06517973776140362,0.012596070782429997,1.0,contrast,3,0.9011284404095927
116,high_rho,1,0,airplane,0,8,1,0,1,1,0.3800752555568879,0.2711537527063289,0.3800752555568879,0.258506140205483,0.12156911535140491,1.7053144240290643,1.8997136117322524,0.1943991877031881,0.09085371764891875,0.012647612500845895,0.07820610514807286,1.0,contrast,3,0.9708135127362162
126,high_rho,11,8,ship,8,8,1,1,0,0,0.30848245441522804,0.18392638982523965,0.30848245441522804,0.18392638982523965,0.12455606458998839,1.8976033594836466,2.1561289988665098,0.2585256393828632,0.07012379025834262,0.03624914412579319,0.033874646132549424,1.0,contrast,3,0.9761239106970538
189,high_rho,7,0,airplane,0,0,1,1,0,0,0.2856753563557429,0.20793377395663792,0.2856753563557429,0.20793377395663792,0.077741582399105,1.9759016192392436,2.1320638813066766,0.156162262067433,0.05927769203987382,0.03653570030796821,0.02274199173190561,1.0,contrast,3,0.9745789151944727
298,low_rho,1,0,airplane,0,0,1,1,0,0,0.44216903328190554,0.4850966022520505,0.44216903328190554,0.4850966022520505,-0.042927568970144936,1.704777394641018,1.381079640918398,-0.32369775372262,0.23609196891087916,0.22794314282992872,0.008148826080950439,1.0,contrast,3,0.8895754509910572
376,high_rho,2,0,airplane,0,8,1,0,1,1,0.35068698944244775,0.2083138882263797,0.35068698944244775,0.19638429396152082,0.15430269548092693,1.7379565786260376,2.0097654256705186,0.27180884704448105,0.07108261235085067,0.010090212920347036,0.060992399430503635,1.0,contrast,3,0.9744407563223603
403,high_rho,9,8,ship,8,8,1,1,0,0,0.32664511528744555,0.34613031057523796,0.32664511528744555,0.34613031057523796,-0.01948519528779241,1.7230426472981517,1.7147497163295984,-0.008292930968553325,0.05970642561066075,0.02223170146083414,0.03747472414982661,1.0,contrast,3,0.9333808279748933
406,low_rho,2,0,airplane,0,0,1,1,0,0,0.375644086352572,0.3814906422363603,0.375644086352572,0.3814906422363603,-0.005846555883788296,1.9157331379560185,1.6975825169182523,-0.21815062103776617,0.22543459606964697,0.15920577180056128,0.06622882426908569,1.0,contrast,3,0.741705575761775
447,low_rho,3,0,airplane,0,0,1,1,0,0,0.7091236662516248,0.7157558907078347,0.7091236662516248,0.7157558907078347,-0.006632224456209923,0.8937535583343884,0.8685729236029581,-0.025180634731430285,0.5657519042136662,0.5812050074433412,-0.01545310322967508,1.0,contrast,3,0.8616008680387214
552,low_rho,10,8,ship,8,8,1,1,0,0,0.3022891698123062,0.3679979159237656,0.3022891698123062,0.3679979159237656,-0.06570874611145938,1.812761797263146,1.689216832519386,-0.12354496474376009,0.07671651537623406,0.11224211027534248,-0.03552559489910842,1.0,contrast,3,0.747757753688239
602,low_rho,4,0,airplane,0,0,1,1,0,0,0.3655746527362146,0.4599861820554941,0.3655746527362146,0.4599861820554941,-0.09441152931927949,1.9138101242578194,1.3852269950572074,-0.528583129200612,0.1900980936836476,0.23029514140862176,-0.04019704772497415,1.0,contrast,3,0.8589179530485807
605,low_rho,8,6,frog,6,6,1,1,0,0,0.2678879139352286,0.2688371157425821,0.2678879139352286,0.2688371157425821,-0.000949201807353528,1.9354738423849447,1.9139937271111367,-0.021480115273807998,0.07105455952428646,0.05994758832393143,0.011106971200355031,1.0,contrast,3,0.9199396350942195
864,high_rho,4,0,airplane,0,0,1,1,0,0,0.324259715964173,0.4333010815183544,0.324259715964173,0.4333010815183544,-0.10904136555418137,1.8339282564081238,1.709038632596442,-0.1248896238116819,0.04393299229720127,0.21711639335512464,-0.17318340105792338,1.0,contrast,3,0.9820293106201521
929,high_rho,6,0,airplane,0,0,1,1,0,0,0.38982611360466113,0.42290502351604015,0.38982611360466113,0.42290502351604015,-0.03307890991137902,1.562798335116595,1.4997740160598856,-0.06302431905670947,0.05244275937852938,0.1372992591875415,-0.08485649980901211,1.0,contrast,3,0.966100855402704
1078,low_rho,5,0,airplane,0,0,1,1,0,0,0.5178338016774585,0.5033244277223738,0.5178338016774585,0.5033244277223738,0.01450937395508467,1.5079593201457349,1.5538120739899575,0.045852753844222605,0.337135482884472,0.32723385433751934,0.009901628546952645,1.0,contrast,3,0.8334695418088371
1259,low_rho,11,8,ship,8,8,1,1,0,0,0.2811814600061261,0.275930995379106,0.2811814600061261,0.275930995379106,0.005250464627020113,1.8608076471528476,1.909464170246279,0.04865652309343127,0.06815405928945656,0.07604934320589629,-0.007895283916439733,1.0,contrast,3,0.8665192170323929
