side_prompt_id,side_task,side_topic,side_observed_condition,side_top1_before,side_top1_after,side_top1_changed,side_target_id,side_target_correct_before,side_target_correct_after,side_target_correct_changed,side_target_prob_drop,side_candidate_kl,side_top10_jaccard,side_entropy_delta,side_abs_entropy_delta,model,prompt_id,layer,subspace_family,subspace_k,rep
1,factual_deep,continent,error,14128,28539,1,4021.0,0,0,0,-9.412461516881223e-05,0.7107462959243724,0.05263157894736842,-0.4388050432234105,0.4388050432234105,distilbert-base-uncased,16,2,random,8,0
14,factual_simple,math,error,4414,2125,1,2093.0,0,0,0,-6.595408776350877e-05,0.7993467374955565,0.05263157894736842,0.24342326880391907,0.24342326880391907,distilbert-base-uncased,16,2,random,8,0
17,factual_simple,role,error,9431,5776,1,10026.0,0,0,0,0.00019751337826310938,0.8714450540306237,0.1111111111111111,-0.8108260720801783,0.8108260720801783,distilbert-base-uncased,16,2,random,8,0
11,factual_simple,science,correct,14128,4414,1,13035.0,0,0,0,-2.2116177153363264e-06,0.7002542643640848,0.3333333333333333,-0.4559888703363195,0.4559888703363195,distilbert-base-uncased,17,2,state_pca,8,0
16,factual_deep,currency,correct,3732,4385,1,9944.0,0,0,0,2.1089921140015217e-06,1.168850427883906,0.0,-0.6030308396539343,0.6030308396539343,distilbert-base-uncased,17,2,state_pca,8,0
10,factual_deep,role,correct,3292,4385,1,4062.0,0,0,0,2.9148895898470508e-05,0.5840159978812082,0.0,-0.530115968745589,0.530115968745589,distilbert-base-uncased,17,2,state_pca,8,0
21,ambiguous_open,polysemy,ambiguous,6578,4385,1,,0,0,0,,1.046075536072953,0.05263157894736842,-0.6791311454642592,0.6791311454642592,distilbert-base-uncased,17,2,state_pca,8,0
9,ambiguous_open,open,ambiguous,6578,4385,1,,0,0,0,,0.3966641149710992,0.0,-0.2125193651638866,0.2125193651638866,distilbert-base-uncased,17,2,state_pca,8,0
4,factual_deep,animal_class,error,6821,4385,1,25476.0,0,0,0,7.362236675502945e-06,0.36847743256636956,0.0,-0.27407538993273617,0.27407538993273617,distilbert-base-uncased,17,2,state_pca,8,0
20,factual_simple,capital,error,14128,4414,1,3000.0,0,0,0,-4.485828460015229e-05,0.6167594740582013,0.17647058823529413,-0.6221696658072187,0.6221696658072187,distilbert-base-uncased,17,2,state_pca,8,0
2,factual_simple,language,correct,14128,4414,1,3009.0,0,0,0,2.6227803030114367e-05,0.738784750081681,0.17647058823529413,-0.4788927967648129,0.4788927967648129,distilbert-base-uncased,17,2,state_pca,8,0
1,factual_deep,continent,error,14128,4414,1,4021.0,0,0,0,-0.00035355923684974417,0.7929847453536847,0.25,-0.4847378212348903,0.4847378212348903,distilbert-base-uncased,17,2,state_pca,8,0
12,ambiguous_open,open,ambiguous,8257,4414,1,,0,0,0,,0.4448539283091689,0.0,-0.4054392130706823,0.4054392130706823,distilbert-base-uncased,17,2,state_pca,8,0
19,factual_deep,common,error,8257,4414,1,2452.0,0,0,0,9.790752536931401e-05,0.448760230781851,0.0,-0.37304076968629296,0.37304076968629296,distilbert-base-uncased,17,2,state_pca,8,0
14,factual_simple,math,error,4414,4414,0,2093.0,0,0,0,2.6240472951380976e-05,0.859030250906239,0.3333333333333333,-1.2905089981672888,1.2905089981672888,distilbert-base-uncased,17,2,state_pca,8,0
3,ambiguous_open,open,ambiguous,27839,15998,1,,0,0,0,,0.6170195419404343,0.0,-0.3863575755687054,0.3863575755687054,distilbert-base-uncased,17,2,delta_pca,8,0
20,factual_simple,capital,error,14128,11455,1,3000.0,0,0,0,-6.554068842452603e-05,0.6618248937349104,0.05263157894736842,-0.4484786132038847,0.4484786132038847,distilbert-base-uncased,17,2,delta_pca,8,0
13,factual_deep,math,error,2048,2797,1,2093.0,0,0,0,0.011401812825954143,0.527238808763538,0.17647058823529413,-0.28800969558810907,0.28800969558810907,distilbert-base-uncased,17,2,delta_pca,8,0
1,factual_deep,continent,error,14128,11455,1,4021.0,0,0,0,-4.455894882535306e-05,0.9754129018472926,0.1111111111111111,-0.5124268866473316,0.5124268866473316,distilbert-base-uncased,17,2,delta_pca,8,0
23,factual_simple,common,correct,4414,4414,0,2630.0,0,0,0,1.3963223722007196e-06,1.1631566166241085,0.17647058823529413,-1.3432613349640885,1.3432613349640885,distilbert-base-uncased,17,2,delta_pca,8,0
6,ambiguous_open,polysemy,ambiguous,8178,25815,1,,0,0,0,,0.800146806843631,0.1111111111111111,-0.5893965536353583,0.5893965536353583,distilbert-base-uncased,17,2,delta_pca,8,0
8,factual_simple,capital,correct,14128,11455,1,8947.0,0,0,0,2.7506147072555246e-05,0.6646261252307646,0.05263157894736842,-0.39777184020680645,0.39777184020680645,distilbert-base-uncased,17,2,delta_pca,8,0
9,ambiguous_open,open,ambiguous,6578,25815,1,,0,0,0,,0.6650079760766547,0.0,-0.34498846508522574,0.34498846508522574,distilbert-base-uncased,17,2,delta_pca,8,0
2,factual_simple,language,correct,14128,11455,1,3009.0,0,0,0,1.711883934968907e-05,1.1590389038227753,0.05263157894736842,-0.8568442809190286,0.8568442809190286,distilbert-base-uncased,17,2,delta_pca,8,0
12,ambiguous_open,open,ambiguous,8257,12942,1,,0,0,0,,0.6211158435060229,0.0,-0.451920975068723,0.451920975068723,distilbert-base-uncased,17,2,delta_pca,8,0
7,factual_deep,antonym,correct,4385,4385,0,2157.0,0,0,0,2.1178653096089436e-05,0.9142505161994906,0.17647058823529413,-1.28357812805399,1.28357812805399,distilbert-base-uncased,17,2,delta_pca,8,0
11,factual_simple,science,correct,14128,4414,1,13035.0,0,0,0,-4.554075820478867e-06,1.2293767180067166,0.1111111111111111,-0.60764006652074,0.60764006652074,distilbert-base-uncased,17,2,delta_pca,8,0
14,factual_simple,math,error,4414,4414,0,2093.0,0,0,0,4.932937893366899e-07,0.4445855097502557,0.25,-1.3447759483810386,1.3447759483810386,distilbert-base-uncased,17,2,random,8,0
7,factual_deep,antonym,correct,4385,10957,1,2157.0,0,0,0,-0.00019202738945330811,0.4269786337630556,0.1111111111111111,-0.18149002374649292,0.18149002374649292,distilbert-base-uncased,17,2,random,8,0
21,ambiguous_open,polysemy,ambiguous,6578,3732,1,,0,0,0,,0.2351640388212143,0.25,-0.12128483930917389,0.12128483930917389,distilbert-base-uncased,17,2,random,8,0
13,factual_deep,math,error,2048,2048,0,2093.0,0,0,0,0.0025566389128327816,0.24745577318407355,0.42857142857142855,-0.2562797353972561,0.2562797353972561,distilbert-base-uncased,17,2,random,8,0
22,factual_deep,capital,error,14128,4414,1,4068.0,0,0,0,-8.547396961471806e-05,0.35125965258587755,0.25,-0.20758646894447352,0.20758646894447352,distilbert-base-uncased,17,2,random,8,0
16,factual_deep,currency,correct,3732,3732,0,9944.0,0,0,0,-6.339376201344258e-06,0.14589495523888313,0.42857142857142855,-0.2491577674815204,0.2491577674815204,distilbert-base-uncased,17,2,random,8,0
10,factual_deep,role,correct,3292,6350,1,4062.0,0,0,0,-0.00020596120979620458,0.2538814705170146,0.25,-0.22462625640359235,0.22462625640359235,distilbert-base-uncased,17,2,random,8,0
9,ambiguous_open,open,ambiguous,6578,4512,1,,0,0,0,,0.1733062930979563,0.42857142857142855,-0.06667198658998341,0.06667198658998341,distilbert-base-uncased,17,2,random,8,0
19,factual_deep,common,error,8257,6238,1,2452.0,0,0,0,-2.5934589311689223e-05,0.515888865444624,0.25,-0.5524600531261235,0.5524600531261235,distilbert-base-uncased,17,2,random,8,0
23,factual_simple,common,correct,4414,4414,0,2630.0,0,0,0,-2.5434580997134447e-05,0.5502068961262828,0.42857142857142855,-1.291190731677338,1.291190731677338,distilbert-base-uncased,17,2,random,8,0
18,ambiguous_open,role,ambiguous,5012,17094,1,,0,0,0,,0.19203410953495648,0.42857142857142855,-0.15534006046989868,0.15534006046989868,distilbert-base-uncased,17,2,random,8,0
8,factual_simple,capital,correct,14128,20212,1,8947.0,0,0,0,2.9381368802016238e-05,0.34235351735497127,0.17647058823529413,-0.1719948743244264,0.1719948743244264,distilbert-base-uncased,17,2,random,8,0
12,ambiguous_open,open,ambiguous,8257,5574,1,,0,0,0,,0.3836003405560261,0.25,-0.3164888809317872,0.3164888809317872,distilbert-base-uncased,19,2,state_pca,8,0
5,factual_simple,lexical,error,20212,11455,1,2053.0,0,0,0,-2.6549716271536785e-06,0.5769586301922831,0.17647058823529413,-0.3871075379759876,0.3871075379759876,distilbert-base-uncased,19,2,state_pca,8,0
2,factual_simple,language,correct,14128,22216,1,3009.0,0,0,0,1.4630693534089804e-05,0.7867837267176065,0.05263157894736842,-0.2869803027311635,0.2869803027311635,distilbert-base-uncased,19,2,state_pca,8,0
0,ambiguous_open,open,ambiguous,6578,6386,1,,0,0,0,,0.5102268423323325,0.1111111111111111,-0.18881245721290707,0.18881245721290707,distilbert-base-uncased,19,2,state_pca,8,0
9,ambiguous_open,open,ambiguous,6578,6386,1,,0,0,0,,0.2135463881471251,0.17647058823529413,-0.08752628942850027,0.08752628942850027,distilbert-base-uncased,19,2,state_pca,8,0
22,factual_deep,capital,error,14128,4414,1,4068.0,0,0,0,-1.3848414471078854e-05,1.2083125622723214,0.17647058823529413,-0.6663816767234367,0.6663816767234367,distilbert-base-uncased,19,2,state_pca,8,0
21,ambiguous_open,polysemy,ambiguous,6578,6386,1,,0,0,0,,0.368427533943376,0.17647058823529413,-0.47851751160933187,0.47851751160933187,distilbert-base-uncased,19,2,state_pca,8,0
17,factual_simple,role,error,9431,7615,1,10026.0,0,0,0,0.0002566881064028556,0.40442023511279873,0.05263157894736842,-0.12908494299098727,0.12908494299098727,distilbert-base-uncased,19,2,state_pca,8,0
18,ambiguous_open,role,ambiguous,5012,6386,1,,0,0,0,,0.48353265719988203,0.17647058823529413,-0.41581910855743986,0.41581910855743986,distilbert-base-uncased,19,2,state_pca,8,0
20,factual_simple,capital,error,14128,22216,1,3000.0,0,0,0,-9.570777700745942e-05,0.6905109927079524,0.1111111111111111,-0.3447343315887914,0.3447343315887914,distilbert-base-uncased,19,2,state_pca,8,0
14,factual_simple,math,error,4414,4414,0,2093.0,0,0,0,-0.00016812285065108645,0.4239366729587708,0.1111111111111111,0.38622292899449295,0.38622292899449295,distilbert-base-uncased,19,2,state_pca,8,0
1,factual_deep,continent,error,14128,22216,1,4021.0,0,0,0,-0.0014295368197109859,0.8647229151605903,0.25,-0.3572673766787835,0.3572673766787835,distilbert-base-uncased,19,2,state_pca,8,0
14,factual_simple,math,error,4414,4414,0,2093.0,0,0,0,-5.8241040778595114e-05,0.11253864274918787,0.42857142857142855,-0.12895432438980414,0.12895432438980414,distilbert-base-uncased,19,2,delta_pca,8,0
5,factual_simple,lexical,error,20212,22216,1,2053.0,0,0,0,-3.2747620073150635e-06,0.3182521986547965,0.25,-0.28908760533218825,0.28908760533218825,distilbert-base-uncased,19,2,delta_pca,8,0
18,ambiguous_open,role,ambiguous,5012,6578,1,,0,0,0,,0.12370714827827677,0.3333333333333333,-0.1709691831351261,0.1709691831351261,distilbert-base-uncased,19,2,delta_pca,8,0
2,factual_simple,language,correct,14128,22216,1,3009.0,0,0,0,-2.2594845092107263e-06,0.36819625957036284,0.3333333333333333,-0.09156924440793457,0.09156924440793457,distilbert-base-uncased,19,2,delta_pca,8,0
8,factual_simple,capital,correct,14128,22216,1,8947.0,0,0,0,4.223771831608906e-05,0.38174350099482995,0.42857142857142855,-0.1594636896370032,0.1594636896370032,distilbert-base-uncased,19,2,delta_pca,8,0
15,ambiguous_open,open,ambiguous,7522,7615,1,,0,0,0,,0.1796121076590501,0.25,-0.1774767287531147,0.1774767287531147,distilbert-base-uncased,19,2,delta_pca,8,0
16,factual_deep,currency,correct,3732,3732,0,9944.0,0,0,0,-5.593167276083398e-06,0.14043588715097616,0.3333333333333333,-0.06613982676602337,0.06613982676602337,distilbert-base-uncased,19,2,delta_pca,8,0
10,factual_deep,role,correct,3292,6909,1,4062.0,0,0,0,3.776915578254265e-05,0.14475130305735312,0.25,-0.1150332490528223,0.1150332490528223,distilbert-base-uncased,19,2,delta_pca,8,0
4,factual_deep,animal_class,error,6821,25355,1,25476.0,0,0,0,4.359705748545115e-06,0.24057275486686336,0.1111111111111111,-0.1804566343177978,0.1804566343177978,distilbert-base-uncased,19,2,delta_pca,8,0
12,ambiguous_open,open,ambiguous,8257,22927,1,,0,0,0,,0.19775733034486956,0.17647058823529413,-0.12416353816994219,0.12416353816994219,distilbert-base-uncased,19,2,delta_pca,8,0
9,ambiguous_open,open,ambiguous,6578,6578,0,,0,0,0,,0.21356815748113206,0.3333333333333333,-0.29025165387923746,0.29025165387923746,distilbert-base-uncased,19,2,delta_pca,8,0
20,factual_simple,capital,error,14128,22216,1,3000.0,0,0,0,-2.3189821724006545e-05,0.35220862926457286,0.3333333333333333,-0.22572628674144735,0.22572628674144735,distilbert-base-uncased,19,2,delta_pca,8,0
17,factual_simple,role,error,9431,9431,0,10026.0,0,0,0,-0.00014228481968507167,0.7674435766547849,0.17647058823529413,-0.6801769827557056,0.6801769827557056,distilbert-base-uncased,19,2,random,8,0
7,factual_deep,antonym,correct,4385,4385,0,2157.0,0,0,0,3.078343132312807e-05,0.5304373951745939,0.1111111111111111,-0.8738679350431688,0.8738679350431688,distilbert-base-uncased,19,2,random,8,0
23,factual_simple,common,correct,4414,12068,1,2630.0,0,0,0,1.2402382235728797e-05,0.632995100325653,0.25,-0.2914864382744353,0.2914864382744353,distilbert-base-uncased,19,2,random,8,0
10,factual_deep,role,correct,3292,20031,1,4062.0,0,0,0,3.691018987753169e-05,0.6202419787147486,0.17647058823529413,-0.43491795929713994,0.43491795929713994,distilbert-base-uncased,19,2,random,8,0
4,factual_deep,animal_class,error,6821,9504,1,25476.0,0,0,0,1.2291039091785491e-05,0.603623465481885,0.1111111111111111,-0.532937175277501,0.532937175277501,distilbert-base-uncased,19,2,random,8,0
22,factual_deep,capital,error,14128,20106,1,4068.0,0,0,0,1.360656430911484e-05,0.43285692610937676,0.17647058823529413,-0.6238516127580742,0.6238516127580742,distilbert-base-uncased,19,2,random,8,0
15,ambiguous_open,open,ambiguous,7522,4392,1,,0,0,0,,0.3862148918100922,0.17647058823529413,-0.35251425459427166,0.35251425459427166,distilbert-base-uncased,19,2,random,8,0
21,ambiguous_open,polysemy,ambiguous,6578,13692,1,,0,0,0,,0.793732328631189,0.1111111111111111,-0.7804395750318918,0.7804395750318918,distilbert-base-uncased,19,2,random,8,0
2,factual_simple,language,correct,14128,20106,1,3009.0,0,0,0,-2.0755798436955624e-05,0.4388042184397052,0.25,-0.4221206443326828,0.4221206443326828,distilbert-base-uncased,19,2,random,8,0
20,factual_simple,capital,error,14128,20106,1,3000.0,0,0,0,-5.260569727897008e-07,0.43711288088743366,0.1111111111111111,-0.49410756866861405,0.49410756866861405,distilbert-base-uncased,19,2,random,8,0
5,factual_simple,lexical,error,20212,20106,1,2053.0,0,0,0,3.305605293725742e-06,0.44268712101451385,0.1111111111111111,-0.3106707332202441,0.3106707332202441,distilbert-base-uncased,19,2,random,8,0
11,factual_simple,science,correct,14128,20106,1,13035.0,0,0,0,1.7869641925141722e-05,0.8084285620232338,0.17647058823529413,-0.8749617805324421,0.8749617805324421,distilbert-base-uncased,19,2,random,8,0
4,factual_deep,animal_class,error,6821,7835,1,25476.0,0,0,0,5.602517124753216e-06,0.21564065037387642,0.17647058823529413,-0.17968327421795038,0.17968327421795038,distilbert-base-uncased,20,2,state_pca,8,0
10,factual_deep,role,correct,3292,3292,0,4062.0,0,0,0,1.1437548723161038e-05,0.1876519051354717,0.42857142857142855,-0.2467142248531502,0.2467142248531502,distilbert-base-uncased,20,2,state_pca,8,0
17,factual_simple,role,error,9431,3292,1,10026.0,0,0,0,0.00017669302674060985,0.24009210584266436,0.17647058823529413,-0.048747477600884714,0.048747477600884714,distilbert-base-uncased,20,2,state_pca,8,0
11,factual_simple,science,correct,14128,20443,1,13035.0,0,0,0,-2.8679738763474953e-05,0.49931412545779336,0.3333333333333333,0.01726465028757218,0.01726465028757218,distilbert-base-uncased,20,2,state_pca,8,0
23,factual_simple,common,correct,4414,4414,0,2630.0,0,0,0,-1.7441995152020875e-05,0.23887128383037964,0.42857142857142855,-0.0006641094037931339,0.0006641094037931339,distilbert-base-uncased,20,2,state_pca,8,0
18,ambiguous_open,role,ambiguous,5012,2717,1,,0,0,0,,0.18953088606743546,0.42857142857142855,-0.10927672546746114,0.10927672546746114,distilbert-base-uncased,20,2,state_pca,8,0
0,ambiguous_open,open,ambiguous,6578,6578,0,,0,0,0,,0.1110225191022033,0.17647058823529413,0.03189133404801492,0.03189133404801492,distilbert-base-uncased,20,2,state_pca,8,0
1,factual_deep,continent,error,14128,22216,1,4021.0,0,0,0,-0.0004564755185406915,0.47607043331037063,0.25,-0.10219833063816619,0.10219833063816619,distilbert-base-uncased,20,2,state_pca,8,0
19,factual_deep,common,error,8257,5432,1,2452.0,0,0,0,-0.0001855552512345622,0.2347320200858564,0.1111111111111111,-0.19637943102492184,0.19637943102492184,distilbert-base-uncased,20,2,state_pca,8,0
2,factual_simple,language,correct,14128,22216,1,3009.0,0,0,0,-4.610630358237123e-06,0.4604901406924737,0.17647058823529413,-0.0702505179530597,0.0702505179530597,distilbert-base-uncased,20,2,state_pca,8,0
21,ambiguous_open,polysemy,ambiguous,6578,3863,1,,0,0,0,,0.10853326754435094,0.25,-0.10148058920663505,0.10148058920663505,distilbert-base-uncased,20,2,state_pca,8,0
12,ambiguous_open,open,ambiguous,8257,7615,1,,0,0,0,,0.16542732439670732,0.25,-0.1112268570205237,0.1112268570205237,distilbert-base-uncased,20,2,state_pca,8,0
12,ambiguous_open,open,ambiguous,8257,22927,1,,0,0,0,,0.5621071573444653,0.1111111111111111,-0.6889683837923601,0.6889683837923601,distilbert-base-uncased,20,2,delta_pca,8,0
3,ambiguous_open,open,ambiguous,27839,27839,0,,0,0,0,,0.27209433893451934,0.1111111111111111,-0.27184186322472703,0.27184186322472703,distilbert-base-uncased,20,2,delta_pca,8,0
8,factual_simple,capital,correct,14128,22216,1,8947.0,0,0,0,3.550797621057666e-05,0.8405038781061609,0.3333333333333333,-0.37432909928056635,0.37432909928056635,distilbert-base-uncased,20,2,delta_pca,8,0
14,factual_simple,math,error,4414,4414,0,2093.0,0,0,0,-0.00010854773917358352,0.23933136752083367,0.42857142857142855,-0.15417267382307465,0.15417267382307465,distilbert-base-uncased,20,2,delta_pca,8,0
13,factual_deep,math,error,2048,2048,0,2093.0,0,0,0,-0.00023226882823029066,0.15380912080736986,0.8181818181818182,-0.3206159879991022,0.3206159879991022,distilbert-base-uncased,20,2,delta_pca,8,0
11,factual_simple,science,correct,14128,22216,1,13035.0,0,0,0,-7.122671159255919e-06,1.0154634322817249,0.25,-0.19121550151258226,0.19121550151258226,distilbert-base-uncased,20,2,delta_pca,8,0
5,factual_simple,lexical,error,20212,22216,1,2053.0,0,0,0,-6.006736784401691e-05,0.619190966834876,0.17647058823529413,-0.5567795885384399,0.5567795885384399,distilbert-base-uncased,20,2,delta_pca,8,0
2,factual_simple,language,correct,14128,22216,1,3009.0,0,0,0,-3.809081406175474e-05,0.8801606393778193,0.17647058823529413,-0.3550637321736607,0.3550637321736607,distilbert-base-uncased,20,2,delta_pca,8,0
22,factual_deep,capital,error,14128,4414,1,4068.0,0,0,0,9.783554823800327e-06,1.0731666930621488,0.17647058823529413,-0.3111937630252495,0.3111937630252495,distilbert-base-uncased,20,2,delta_pca,8,0
15,ambiguous_open,open,ambiguous,7522,22927,1,,0,0,0,,0.5186548003360558,0.17647058823529413,-0.6242674470284459,0.6242674470284459,distilbert-base-uncased,20,2,delta_pca,8,0
18,ambiguous_open,role,ambiguous,5012,6578,1,,0,0,0,,0.2862976068939053,0.25,-0.3207986281558637,0.3207986281558637,distilbert-base-uncased,20,2,delta_pca,8,0
16,factual_deep,currency,correct,3732,17289,1,9944.0,0,0,0,-1.0625300015543683e-05,0.33924243450867575,0.3333333333333333,-0.24088253366840018,0.24088253366840018,distilbert-base-uncased,20,2,delta_pca,8,0
11,factual_simple,science,correct,14128,26702,1,13035.0,0,0,0,-1.330138985630722e-05,0.760867735373007,0.05263157894736842,-0.4808798110984016,0.4808798110984016,distilbert-base-uncased,20,2,random,8,0
4,factual_deep,animal_class,error,6821,2765,1,25476.0,0,0,0,3.7934363939185727e-06,0.7675960088784829,0.0,-0.5674413317589297,0.5674413317589297,distilbert-base-uncased,20,2,random,8,0
21,ambiguous_open,polysemy,ambiguous,6578,15989,1,,0,0,0,,0.8366685499622468,0.05263157894736842,-0.6615034833236804,0.6615034833236804,distilbert-base-uncased,20,2,random,8,0
8,factual_simple,capital,correct,14128,12101,1,8947.0,0,0,0,2.510855688765615e-05,0.6865263499558109,0.0,-0.37401042773531223,0.37401042773531223,distilbert-base-uncased,20,2,random,8,0
22,factual_deep,capital,error,14128,4414,1,4068.0,0,0,0,-0.0001592172655549872,0.7237295409212062,0.1111111111111111,-0.33709126551999136,0.33709126551999136,distilbert-base-uncased,20,2,random,8,0
6,ambiguous_open,polysemy,ambiguous,8178,2154,1,,0,0,0,,0.7736863847217241,0.0,-0.5729056092937346,0.5729056092937346,distilbert-base-uncased,20,2,random,8,0
18,ambiguous_open,role,ambiguous,5012,2154,1,,0,0,0,,0.4868291103217859,0.17647058823529413,-0.4944346542968123,0.4944346542968123,distilbert-base-uncased,20,2,random,8,0
19,factual_deep,common,error,8257,22839,1,2452.0,0,0,0,-4.528867686171528e-05,0.7719528747758619,0.17647058823529413,-0.6529791714823716,0.6529791714823716,distilbert-base-uncased,20,2,random,8,0
10,factual_deep,role,correct,3292,3422,1,4062.0,0,0,0,2.5571579306337367e-05,0.4823426239947557,0.1111111111111111,-0.4103661585186007,0.4103661585186007,distilbert-base-uncased,20,2,random,8,0
9,ambiguous_open,open,ambiguous,6578,15989,1,,0,0,0,,0.6448128476316728,0.17647058823529413,-0.6204841005815616,0.6204841005815616,distilbert-base-uncased,20,2,random,8,0
7,factual_deep,antonym,correct,4385,7280,1,2157.0,0,0,0,2.6793465699758673e-05,0.6513309154983072,0.05263157894736842,-0.518685019847573,0.518685019847573,distilbert-base-uncased,20,2,random,8,0
12,ambiguous_open,open,ambiguous,8257,3422,1,,0,0,0,,0.42005184409873664,0.17647058823529413,-0.3238335831754049,0.3238335831754049,distilbert-base-uncased,20,2,random,8,0
10,factual_deep,role,correct,3292,3292,0,4062.0,0,0,0,-7.629026540577181e-07,0.3357287926413638,0.3333333333333333,-0.39397056773530936,0.39397056773530936,distilbert-base-uncased,22,2,state_pca,8,0
6,ambiguous_open,polysemy,ambiguous,8178,2717,1,,0,0,0,,0.25491754056292315,0.05263157894736842,-0.1746351877508996,0.1746351877508996,distilbert-base-uncased,22,2,state_pca,8,0
18,ambiguous_open,role,ambiguous,5012,2717,1,,0,0,0,,0.3050457221060576,0.25,-0.22113037814131475,0.22113037814131475,distilbert-base-uncased,22,2,state_pca,8,0
17,factual_simple,role,error,9431,3292,1,10026.0,0,0,0,0.00021463745520740557,0.4328606732559415,0.1111111111111111,-0.2165714791094686,0.2165714791094686,distilbert-base-uncased,22,2,state_pca,8,0
2,factual_simple,language,correct,14128,24945,1,3009.0,0,0,0,1.7457601587156886e-06,0.7255708872092366,0.1111111111111111,-0.23293981245716067,0.23293981245716067,distilbert-base-uncased,22,2,state_pca,8,0
1,factual_deep,continent,error,14128,22216,1,4021.0,0,0,0,-0.0004782879615383159,0.7158383681205639,0.17647058823529413,-0.26425123228503455,0.26425123228503455,distilbert-base-uncased,22,2,state_pca,8,0
13,factual_deep,math,error,2048,2048,0,2093.0,0,0,0,-0.011082509510915321,0.44033928973120784,0.5384615384615384,-0.60367235222704,0.60367235222704,distilbert-base-uncased,22,2,state_pca,8,0
16,factual_deep,currency,correct,3732,3732,0,9944.0,0,0,0,-3.602616732073402e-05,0.22907109780993015,0.25,-0.10030360506029012,0.10030360506029012,distilbert-base-uncased,22,2,state_pca,8,0
8,factual_simple,capital,correct,14128,9970,1,8947.0,0,0,0,-9.77780952415385e-05,0.6728001761097426,0.05263157894736842,-0.13428495580590516,0.13428495580590516,distilbert-base-uncased,22,2,state_pca,8,0
23,factual_simple,common,correct,4414,4414,0,2630.0,0,0,0,-3.071008449220324e-05,0.4376473155288998,0.3333333333333333,-0.18005991524432474,0.18005991524432474,distilbert-base-uncased,22,2,state_pca,8,0
9,ambiguous_open,open,ambiguous,6578,4512,1,,0,0,0,,0.24194463361489588,0.3333333333333333,-0.19125496526337482,0.19125496526337482,distilbert-base-uncased,22,2,state_pca,8,0
3,ambiguous_open,open,ambiguous,27839,2717,1,,0,0,0,,0.37059250456463094,0.17647058823529413,-0.27515352919439984,0.27515352919439984,distilbert-base-uncased,22,2,state_pca,8,0
13,factual_deep,math,error,2048,2048,0,2093.0,0,0,0,-0.0011064344956178505,0.28167554574939835,0.6666666666666666,-0.4854944863532875,0.4854944863532875,distilbert-base-uncased,22,2,delta_pca,8,0
21,ambiguous_open,polysemy,ambiguous,6578,18740,1,,0,0,0,,0.4937071291135694,0.05263157894736842,-0.4372979619522539,0.4372979619522539,distilbert-base-uncased,22,2,delta_pca,8,0
0,ambiguous_open,open,ambiguous,6578,6578,0,,0,0,0,,0.5177094477587335,0.05263157894736842,-0.6357062509844398,0.6357062509844398,distilbert-base-uncased,22,2,delta_pca,8,0
7,factual_deep,antonym,correct,4385,4385,0,2157.0,0,0,0,-5.517475086639253e-05,0.7395133740971789,0.17647058823529413,-0.8171963465536121,0.8171963465536121,distilbert-base-uncased,22,2,delta_pca,8,0
6,ambiguous_open,polysemy,ambiguous,8178,8665,1,,0,0,0,,0.5340165343870021,0.0,-0.4272958671667215,0.4272958671667215,distilbert-base-uncased,22,2,delta_pca,8,0
5,factual_simple,lexical,error,20212,11455,1,2053.0,0,0,0,-0.00026506897594557065,1.1378033018544205,0.17647058823529413,-0.9160462489627448,0.9160462489627448,distilbert-base-uncased,22,2,delta_pca,8,0
4,factual_deep,animal_class,error,6821,18740,1,25476.0,0,0,0,-8.248680897164097e-06,0.6564777165099062,0.0,-0.5318521233816482,0.5318521233816482,distilbert-base-uncased,22,2,delta_pca,8,0
15,ambiguous_open,open,ambiguous,7522,7615,1,,0,0,0,,0.8653385931483011,0.17647058823529413,-0.7962235227689503,0.7962235227689503,distilbert-base-uncased,22,2,delta_pca,8,0
1,factual_deep,continent,error,14128,22216,1,4021.0,0,0,0,-3.326336168426348e-05,1.5849844558071258,0.1111111111111111,-0.854853685075657,0.854853685075657,distilbert-base-uncased,22,2,delta_pca,8,0
17,factual_simple,role,error,9431,2492,1,10026.0,0,0,0,-4.6886503988776166e-05,0.5911377529397661,0.0,-0.27415562808322935,0.27415562808322935,distilbert-base-uncased,22,2,delta_pca,8,0
9,ambiguous_open,open,ambiguous,6578,8468,1,,0,0,0,,0.6908704099493089,0.05263157894736842,-0.7094203068820955,0.7094203068820955,distilbert-base-uncased,22,2,delta_pca,8,0
14,factual_simple,math,error,4414,4414,0,2093.0,0,0,0,-0.00024348180129818247,0.29508480788160074,0.25,-0.47258810943244756,0.47258810943244756,distilbert-base-uncased,22,2,delta_pca,8,0
17,factual_simple,role,error,9431,8257,1,10026.0,0,0,0,-0.0006554475107335364,0.540290878183008,0.1111111111111111,-0.2760805386153464,0.2760805386153464,distilbert-base-uncased,22,2,random,8,0
20,factual_simple,capital,error,14128,22839,1,3000.0,0,0,0,-9.1694368839211e-05,0.5448018795372216,0.05263157894736842,-0.29996314358936527,0.29996314358936527,distilbert-base-uncased,22,2,random,8,0
10,factual_deep,role,correct,3292,3422,1,4062.0,0,0,0,-1.8013333882870887e-06,0.4474938099916464,0.1111111111111111,-0.41031928970681797,0.41031928970681797,distilbert-base-uncased,22,2,random,8,0
