domain,policy,fold_id,sample_id,deferred,intervened,automatic,auto_correct,error_not_deferred,preserved_when_no_change_needed,safe_decision,false_intervention,near_miss_surrogate,human_review_cost,compute_sensor_budget,output_drift,entropy_drop_after_intervention
medical_breast_cancer,rho_guided_review_or_refine,10,264,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,264,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,266,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,266,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,266,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,266,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,273,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,273,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,273,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,273,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,283,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,283,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,283,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,283,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,284,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,284,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,284,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,284,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,285,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,285,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,285,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,285,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,286,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,286,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,286,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,286,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,291,1,0,0,,,,1,0,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,291,1,0,0,,,,1,0,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,291,0,1,1,0.0,1.0,,0,0,1,0.0,0.25,0.011991975829005241,0.06496631559863886
medical_breast_cancer,rho_guided_guarded_refine,10,291,0,1,1,0.0,1.0,,0,0,1,0.0,0.25,0.011991975829005241,0.06496631559863886
medical_breast_cancer,entropy_human_review,10,297,0,0,1,0.0,1.0,,0,0,1,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,297,0,0,1,0.0,1.0,,0,0,1,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,297,0,0,1,0.0,1.0,,0,0,1,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,297,0,0,1,0.0,1.0,,0,0,1,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,299,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,299,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,299,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,299,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,309,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,309,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,309,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,309,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,320,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,320,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,320,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,320,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,325,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,325,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,325,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,325,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,327,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,327,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,327,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,327,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,332,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,332,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,332,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,332,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,337,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,337,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,337,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,337,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,339,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,339,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,339,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,339,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,340,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,340,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,340,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,340,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,347,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,347,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,347,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,0.0014795515453442931,0.011119038061650599
medical_breast_cancer,rho_guided_guarded_refine,10,347,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,0.0014795515453442931,0.011119038061650599
medical_breast_cancer,entropy_human_review,10,352,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,352,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,352,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,352,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,355,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,355,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,355,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,355,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,356,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,356,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,356,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,356,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,362,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,362,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,362,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,362,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,367,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,367,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,367,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,367,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,369,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,369,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,369,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,369,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,373,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,373,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,373,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,373,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,375,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,375,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,375,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,375,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,376,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,376,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,376,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,376,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,393,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,393,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,393,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,393,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,399,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,399,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,399,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,399,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,402,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,402,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,402,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,402,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,408,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,408,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,408,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,408,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,411,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,411,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,411,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,411,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,417,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,417,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,417,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,417,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,424,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,424,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,424,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,424,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,425,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,425,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,425,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,425,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,429,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,429,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,429,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,429,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,431,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,431,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,431,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,431,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,432,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,432,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,432,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,432,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,447,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,447,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,447,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,0.0012939150910824537,0.009897660659106577
medical_breast_cancer,rho_guided_guarded_refine,10,447,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,0.0012939150910824537,0.009897660659106577
medical_breast_cancer,entropy_human_review,10,450,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,450,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,450,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,450,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,468,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,468,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,468,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,468,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,478,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,478,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,478,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,478,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,487,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,487,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,487,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,487,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,491,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,491,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,491,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,491,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,506,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,506,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,506,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,506,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,508,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,508,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,508,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,0.0003336882800795138,0.0030048677785714517
medical_breast_cancer,rho_guided_guarded_refine,10,508,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,0.0003336882800795138,0.0030048677785714517
medical_breast_cancer,entropy_human_review,10,517,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,517,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,517,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,517,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,522,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,522,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,522,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,522,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,526,1,0,0,,,,1,0,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,526,1,0,0,,,,1,0,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,526,1,0,0,,,,1,0,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,526,1,0,0,,,,1,0,0,1.0,1.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,532,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,532,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,532,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,1.6690966731403023e-05,0.00020017405628891538
medical_breast_cancer,rho_guided_guarded_refine,10,532,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,1.6690966731403023e-05,0.00020017405628891538
medical_breast_cancer,entropy_human_review,10,534,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,534,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,534,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,534,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,537,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,537,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,537,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,0.0012853333028033376,0.00984058082983097
medical_breast_cancer,rho_guided_guarded_refine,10,537,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,0.0012853333028033376,0.00984058082983097
medical_breast_cancer,entropy_human_review,10,543,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,543,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,543,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,2.9107848604326136e-05,0.000333183378160129
medical_breast_cancer,rho_guided_guarded_refine,10,543,0,1,1,1.0,0.0,1.0,1,1,0,0.0,0.25,2.9107848604326136e-05,0.000333183378160129
medical_breast_cancer,entropy_human_review,10,548,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,gradient_human_review,10,548,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_review_or_refine,10,548,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,rho_guided_guarded_refine,10,548,0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0
medical_breast_cancer,entropy_human_review,10,552,1,0,0,,,,1,1,0,1.0,1.0,0.0,0.0
